Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Pass Attempts,7,58,46,2025,7,15
Pass Attempts,7,59,46,2034,7,21
Pass Attempts,7,60,46,2036,7,2
Pass Attempts,7,61,46,2036,7,4
Pass Attempts,7,62,46,2040,7,18
Pass Attempts,7,63,46,2040,7,5
Pass Attempts,7,64,46,2045,7,20
Pass Attempts,7,65,46,2048,7,4
Pass Attempts,7,66,46,2050,7,29
Pass Attempts,7,67,46,2057,7,27
Pass Attempts,7,68,46,2057,7,29
Pass Attempts,7,69,46,2058,7,25
Pass Attempts,7,70,46,2060,7,21
Pass Attempts,7,71,46,2060,7,6
Pass Attempts,7,72,46,2062,7,5
Pass Attempts,7,73,45,2024,7,29
Pass Attempts,7,74,45,2031,7,3
Pass Attempts,7,75,45,2036,7,30
Pass Attempts,7,76,45,2038,7,26
Pass Attempts,7,77,45,2039,7,21
Pass Attempts,7,78,45,2043,7,29
Pass Attempts,7,79,45,2044,7,22
Pass Attempts,7,80,45,2046,7,21
Pass Attempts,7,81,45,2046,7,18
Pass Attempts,7,82,45,2047,7,27
Pass Attempts,7,83,45,2049,7,13
Pass Attempts,7,84,45,2053,7,26
Pass Attempts,7,85,45,2055,7,14
Pass Attempts,7,86,45,2057,7,23
Pass Attempts,7,87,45,2059,7,29
Pass Attempts,7,88,45,2062,7,24
Pass Attempts,7,89,45,2063,7,21
Pass Attempts,7,90,44,2020,7,26
Pass Attempts,7,91,44,2020,7,0
Pass Attempts,7,92,44,2021,7,4
Pass Attempts,7,93,44,2029,7,8
Pass Attempts,7,94,44,2030,7,12
Pass Attempts,7,95,44,2032,7,18
Pass Attempts,7,96,44,2035,7,3
Pass Attempts,7,97,44,2036,7,25
Pass Attempts,7,98,44,2037,7,10
Pass Attempts,7,99,44,2038,7,12
Rush Attempts,7,0,48,2026,7,29
Rush Attempts,7,1,48,2063,7,29
Rush Attempts,7,2,45,2045,7,1
Rush Attempts,7,3,44,2038,7,11
Rush Attempts,7,4,44,2065,7,21
Rush Attempts,7,5,42,2039,7,16
Rush Attempts,7,6,42,2067,7,18
Rush Attempts,7,7,42,2068,7,18
Rush Attempts,7,8,41,2020,7,25
Rush Attempts,7,9,41,2021,7,21
Rush Attempts,7,10,41,2027,7,18
Rush Attempts,7,11,41,2049,7,18
Rush Attempts,7,12,41,2061,7,15
Rush Attempts,7,13,41,2063,7,17
Rush Attempts,7,14,40,2022,7,18
Rush Attempts,7,15,40,2022,7,5
Rush Attempts,7,16,40,2022,7,29
Rush Attempts,7,17,40,2024,7,22
Rush Attempts,7,18,40,2025,7,20
Rush Attempts,7,19,40,2025,7,0
Rush Attempts,7,20,40,2032,7,2
Rush Attempts,7,21,40,2034,7,18
Rush Attempts,7,22,40,2043,7,18
Rush Attempts,7,23,40,2044,7,21
Rush Attempts,7,24,40,2058,7,10
Rush Attempts,7,25,39,2021,7,29
Rush Attempts,7,26,39,2022,7,11
Rush Attempts,7,27,39,2022,7,9
Rush Attempts,7,28,39,2032,7,30
Rush Attempts,7,29,39,2037,7,25
Rush Attempts,7,30,39,2039,7,3
Rush Attempts,7,31,39,2060,7,30
Rush Attempts,7,32,38,2026,7,25
Rush Attempts,7,33,38,2026,7,10
Rush Attempts,7,34,38,2027,7,14
Rush Attempts,7,35,38,2037,7,18
Rush Attempts,7,36,38,2040,7,4
Rush Attempts,7,37,38,2046,7,28
Rush Attempts,7,38,38,2048,7,17
Rush Attempts,7,39,38,2051,7,3
Rush Attempts,7,40,38,2053,7,0
Rush Attempts,7,41,38,2059,7,10
Rush Attempts,7,42,38,2059,7,27
Rush Attempts,7,43,38,2061,7,29
Rush Attempts,7,44,38,2061,7,18
Rush Attempts,7,45,38,2061,7,13
Rush Attempts,7,46,38,2066,7,17
Rush Attempts,7,47,38,2066,7,21
Rush Attempts,7,48,38,2067,7,27
Rush Attempts,7,49,38,2067,7,21
Rush Attempts,7,50,37,2022,7,21
Rush Attempts,7,51,37,2023,7,19
Rush Attempts,7,52,37,2023,7,29
Rush Attempts,7,53,37,2024,7,18
Rush Attempts,7,54,37,2024,7,27
Rush Attempts,7,55,37,2025,7,23
Rush Attempts,7,56,37,2025,7,18
Rush Attempts,7,57,37,2025,7,21
Rush Attempts,7,58,37,2026,7,0
Rush Attempts,7,59,37,2030,7,1
Rush Attempts,7,60,37,2043,7,5
Rush Attempts,7,61,37,2046,7,15
Rush Attempts,7,62,37,2048,7,18
Rush Attempts,7,63,37,2050,7,5
Rush Attempts,7,64,37,2052,7,26
Rush Attempts,7,65,37,2054,7,21
Rush Attempts,7,66,37,2057,7,13
Rush Attempts,7,67,37,2058,7,18
Rush Attempts,7,68,37,2064,7,29
Rush Attempts,7,69,37,2064,7,21
Rush Attempts,7,70,36,2026,7,21
Rush Attempts,7,71,36,2027,7,29
Rush Attempts,7,72,36,2027,7,29
Rush Attempts,7,73,36,2031,7,29
Rush Attempts,7,74,36,2031,7,15
Rush Attempts,7,75,36,2032,7,15
Rush Attempts,7,76,36,2032,7,18
Rush Attempts,7,77,36,2033,7,1
Rush Attempts,7,78,36,2037,7,23
Rush Attempts,7,79,36,2038,7,10
Rush Attempts,7,80,36,2038,7,24
Rush Attempts,7,81,36,2039,7,14
Rush Attempts,7,82,36,2040,7,26
Rush Attempts,7,83,36,2040,7,21
Rush Attempts,7,84,36,2043,7,19
Rush Attempts,7,85,36,2046,7,11
Rush Attempts,7,86,36,2048,7,30
Rush Attempts,7,87,36,2049,7,24
Rush Attempts,7,88,36,2054,7,29
Rush Attempts,7,89,36,2055,7,18
Rush Attempts,7,90,36,2055,7,16
Rush Attempts,7,91,36,2060,7,27
Rush Attempts,7,92,36,2062,7,0
Rush Attempts,7,93,36,2063,7,24
Rush Attempts,7,94,36,2067,7,25
Rush Attempts,7,95,36,2068,7,30
Rush Attempts,7,96,35,2020,7,22
Rush Attempts,7,97,35,2021,7,18
Rush Attempts,7,98,35,2021,7,17
Rush Attempts,7,99,35,2021,7,21
Points Scored,8,0,52,2065,8,3
Points Scored,8,1,48,2025,8,29
Points Scored,8,2,45,2040,8,12
Points Scored,8,3,45,2047,8,10
Points Scored,8,4,44,2041,8,13
Points Scored,8,5,43,2035,8,13
Points Scored,8,6,43,2055,8,10
Points Scored,8,7,42,2024,8,23
Points Scored,8,8,42,2038,8,23
Points Scored,8,9,41,2052,8,11
Points Scored,8,10,41,2052,8,17
Points Scored,8,11,40,2026,8,28
Points Scored,8,12,40,2042,8,2
Points Scored,8,13,40,2048,8,20
Points Scored,8,14,39,2043,8,11
Points Scored,8,15,39,2046,8,28
Points Scored,8,16,38,2022,8,25
Points Scored,8,17,38,2047,8,19
Points Scored,8,18,38,2050,8,20
Points Scored,8,19,38,2064,8,16
Points Scored,8,20,38,2065,8,20
Points Scored,8,21,38,2067,8,11
Points Scored,8,22,38,2067,8,28
Points Scored,8,23,37,2023,8,20
Points Scored,8,24,37,2029,8,14
Points Scored,8,25,37,2033,8,6
Points Scored,8,26,37,2033,8,20
Points Scored,8,27,37,2043,8,6
Points Scored,8,28,37,2053,8,18
Points Scored,8,29,37,2054,8,23
Points Scored,8,30,37,2067,8,5
Points Scored,8,31,36,2028,8,20
Points Scored,8,32,36,2033,8,12
Points Scored,8,33,36,2036,8,23
Points Scored,8,34,36,2050,8,6
Points Scored,8,35,36,2055,8,15
Points Scored,8,36,36,2056,8,23
Points Scored,8,37,36,2068,8,17
Points Scored,8,38,35,2035,8,28
Points Scored,8,39,35,2036,8,1
Points Scored,8,40,35,2038,8,0
Points Scored,8,41,35,2047,8,23
Points Scored,8,42,35,2063,8,9
Points Scored,8,43,35,2067,8,20
Points Scored,8,44,35,2068,8,30
Points Scored,8,45,34,2022,8,23
Points Scored,8,46,34,2023,8,19
Points Scored,8,47,34,2031,8,10
Points Scored,8,48,34,2035,8,6
Points Scored,8,49,34,2036,8,6
Points Scored,8,50,34,2036,8,17
Points Scored,8,51,34,2037,8,11
Points Scored,8,52,34,2038,8,23
Points Scored,8,53,34,2039,8,30
Points Scored,8,54,34,2041,8,19
Points Scored,8,55,34,2047,8,15
Points Scored,8,56,34,2048,8,1
Points Scored,8,57,34,2054,8,22
Points Scored,8,58,34,2056,8,13
Points Scored,8,59,34,2067,8,9
Points Scored,8,60,33,2020,8,17
Points Scored,8,61,33,2030,8,30
Points Scored,8,62,33,2036,8,27
Points Scored,8,63,33,2044,8,20
Points Scored,8,64,33,2050,8,25
Points Scored,8,65,33,2050,8,24
Points Scored,8,66,33,2062,8,24
Points Scored,8,67,33,2068,8,13
Points Scored,8,68,32,2022,8,0
Points Scored,8,69,32,2028,8,11
Points Scored,8,70,32,2032,8,6
Points Scored,8,71,32,2034,8,31
Points Scored,8,72,32,2044,8,14
Points Scored,8,73,31,2024,8,4
Points Scored,8,74,31,2026,8,0
Points Scored,8,75,31,2037,8,29
Points Scored,8,76,31,2040,8,13
Points Scored,8,77,31,2041,8,7
Points Scored,8,78,31,2046,8,30
Points Scored,8,79,31,2049,8,7
Points Scored,8,80,31,2050,8,23
Points Scored,8,81,31,2050,8,19
Points Scored,8,82,31,2051,8,22
Points Scored,8,83,31,2052,8,20
Points Scored,8,84,31,2053,8,20
Points Scored,8,85,31,2055,8,11
Points Scored,8,86,31,2056,8,1
Points Scored,8,87,31,2061,8,31
Points Scored,8,88,31,2063,8,5
Points Scored,8,89,30,2024,8,2
Points Scored,8,90,30,2031,8,12
Points Scored,8,91,30,2032,8,17
Points Scored,8,92,30,2032,8,27
Points Scored,8,93,30,2033,8,22
Points Scored,8,94,30,2033,8,23
Points Scored,8,95,30,2044,8,19
Points Scored,8,96,30,2045,8,13
Points Scored,8,97,30,2047,8,16
Points Scored,8,98,30,2047,8,20
Points Scored,8,99,30,2049,8,18
Points Allowed,8,0,0,2042,8,23
Points Allowed,8,1,0,2052,8,13
Points Allowed,8,2,0,2064,8,23
Points Allowed,8,3,3,2026,8,0
Points Allowed,8,4,3,2026,8,20
Points Allowed,8,5,3,2028,8,13
Points Allowed,8,6,3,2031,8,23
Points Allowed,8,7,3,2034,8,23
Points Allowed,8,8,3,2036,8,23
Points Allowed,8,9,3,2036,8,1
Points Allowed,8,10,3,2038,8,28
Points Allowed,8,11,3,2044,8,20
Points Allowed,8,12,3,2050,8,20
Points Allowed,8,13,3,2057,8,29
Points Allowed,8,14,3,2067,8,14
Points Allowed,8,15,3,2068,8,13
Points Allowed,8,16,3,2069,8,22
Points Allowed,8,17,5,2039,8,9
Points Allowed,8,18,6,2020,8,14
Points Allowed,8,19,6,2034,8,11
Points Allowed,8,20,6,2035,8,14
Points Allowed,8,21,6,2037,8,31
Points Allowed,8,22,6,2040,8,16
Points Allowed,8,23,6,2040,8,13
Points Allowed,8,24,6,2044,8,23
Points Allowed,8,25,6,2047,8,3
Points Allowed,8,26,6,2048,8,3
Points Allowed,8,27,6,2049,8,23
Points Allowed,8,28,6,2052,8,13
Points Allowed,8,29,6,2059,8,10
Points Allowed,8,30,6,2064,8,11
Points Allowed,8,31,6,2065,8,30
Points Allowed,8,32,7,2021,8,11
Points Allowed,8,33,7,2039,8,30
Points Allowed,8,34,7,2046,8,23
Points Allowed,8,35,7,2050,8,13
Points Allowed,8,36,7,2051,8,30
Points Allowed,8,37,7,2053,8,18
Points Allowed,8,38,7,2053,8,23
Points Allowed,8,39,7,2059,8,23
Points Allowed,8,40,7,2065,8,16
Points Allowed,8,41,8,2030,8,26
Points Allowed,8,42,8,2060,8,22
Points Allowed,8,43,9,2021,8,23
Points Allowed,8,44,9,2022,8,24
Points Allowed,8,45,9,2025,8,20
Points Allowed,8,46,9,2025,8,7
Points Allowed,8,47,9,2028,8,27
Points Allowed,8,48,9,2029,8,18
Points Allowed,8,49,9,2030,8,30
Points Allowed,8,50,9,2030,8,23
Points Allowed,8,51,9,2031,8,10
Points Allowed,8,52,9,2033,8,23
Points Allowed,8,53,9,2034,8,28
Points Allowed,8,54,9,2039,8,28
Points Allowed,8,55,9,2040,8,28
Points Allowed,8,56,9,2048,8,6
Points Allowed,8,57,9,2055,8,2
Points Allowed,8,58,9,2056,8,20
Points Allowed,8,59,9,2059,8,20
Points Allowed,8,60,9,2059,8,3
Points Allowed,8,61,9,2064,8,28
Points Allowed,8,62,9,2068,8,3
Points Allowed,8,63,9,2068,8,16
Points Allowed,8,64,9,2069,8,13
Points Allowed,8,65,10,2020,8,23
Points Allowed,8,66,10,2021,8,2
Points Allowed,8,67,10,2022,8,23
Points Allowed,8,68,10,2023,8,5
Points Allowed,8,69,10,2023,8,19
Points Allowed,8,70,10,2024,8,13
Points Allowed,8,71,10,2024,8,14
Points Allowed,8,72,10,2026,8,23
Points Allowed,8,73,10,2029,8,14
Points Allowed,8,74,10,2030,8,22
Points Allowed,8,75,10,2034,8,6
Points Allowed,8,76,10,2036,8,6
Points Allowed,8,77,10,2036,8,31
Points Allowed,8,78,10,2037,8,11
Points Allowed,8,79,10,2038,8,13
Points Allowed,8,80,10,2040,8,1
Points Allowed,8,81,10,2041,8,7
Points Allowed,8,82,10,2042,8,23
Points Allowed,8,83,10,2044,8,13
Points Allowed,8,84,10,2045,8,6
Points Allowed,8,85,10,2046,8,20
Points Allowed,8,86,10,2047,8,15
Points Allowed,8,87,10,2048,8,13
Points Allowed,8,88,10,2049,8,7
Points Allowed,8,89,10,2051,8,9
Points Allowed,8,90,10,2054,8,6
Points Allowed,8,91,10,2055,8,23
Points Allowed,8,92,10,2057,8,18
Points Allowed,8,93,10,2058,8,20
Points Allowed,8,94,10,2059,8,5
Points Allowed,8,95,10,2060,8,31
Points Allowed,8,96,10,2060,8,23
Points Allowed,8,97,10,2061,8,31
Points Allowed,8,98,10,2062,8,30
Points Allowed,8,99,10,2066,8,25
Passing Yards,8,0,434,2069,8,14
Passing Yards,8,1,432,2052,8,11
Passing Yards,8,2,425,2047,8,16
Passing Yards,8,3,414,2033,8,22
Passing Yards,8,4,403,2033,8,6
Passing Yards,8,5,399,2029,8,13
Passing Yards,8,6,397,2058,8,31
Passing Yards,8,7,392,2036,8,27
Passing Yards,8,8,384,2037,8,20
Passing Yards,8,9,377,2050,8,26
Passing Yards,8,10,377,2053,8,14
Passing Yards,8,11,373,2029,8,29
Passing Yards,8,12,372,2068,8,27
Passing Yards,8,13,371,2029,8,21
Passing Yards,8,14,370,2067,8,5
Passing Yards,8,15,368,2031,8,6
Passing Yards,8,16,368,2047,8,15
Passing Yards,8,17,366,2049,8,18
Passing Yards,8,18,365,2041,8,19
Passing Yards,8,19,364,2044,8,27
Passing Yards,8,20,362,2067,8,11
Passing Yards,8,21,362,2067,8,20
Passing Yards,8,22,359,2058,8,26
Passing Yards,8,23,358,2067,8,9
Passing Yards,8,24,356,2058,8,23
Passing Yards,8,25,356,2066,8,13
Passing Yards,8,26,355,2027,8,15
Passing Yards,8,27,355,2068,8,14
Passing Yards,8,28,352,2050,8,23
Passing Yards,8,29,348,2036,8,23
Passing Yards,8,30,347,2030,8,6
Passing Yards,8,31,347,2038,8,0
Passing Yards,8,32,347,2048,8,20
Passing Yards,8,33,347,2068,8,11
Passing Yards,8,34,345,2031,8,3
Passing Yards,8,35,345,2036,8,23
Passing Yards,8,36,345,2041,8,13
Passing Yards,8,37,344,2036,8,13
Passing Yards,8,38,344,2066,8,30
Passing Yards,8,39,343,2028,8,20
Passing Yards,8,40,342,2068,8,17
Passing Yards,8,41,341,2027,8,20
Passing Yards,8,42,341,2031,8,12
Passing Yards,8,43,340,2035,8,23
Passing Yards,8,44,339,2024,8,23
Passing Yards,8,45,339,2032,8,6
Passing Yards,8,46,339,2036,8,16
Passing Yards,8,47,338,2027,8,11
Passing Yards,8,48,336,2048,8,1
Passing Yards,8,49,335,2022,8,23
Passing Yards,8,50,334,2028,8,28
Passing Yards,8,51,332,2042,8,0
Passing Yards,8,52,332,2045,8,13
Passing Yards,8,53,332,2045,8,13
Passing Yards,8,54,332,2067,8,23
Passing Yards,8,55,330,2031,8,23
Passing Yards,8,56,329,2036,8,20
Passing Yards,8,57,329,2054,8,23
Passing Yards,8,58,327,2043,8,11
Passing Yards,8,59,327,2046,8,30
Passing Yards,8,60,326,2034,8,12
Passing Yards,8,61,326,2044,8,3
Passing Yards,8,62,324,2026,8,0
Passing Yards,8,63,324,2064,8,20
Passing Yards,8,64,323,2026,8,24
Passing Yards,8,65,323,2044,8,23
Passing Yards,8,66,323,2045,8,30
Passing Yards,8,67,323,2047,8,22
Passing Yards,8,68,323,2066,8,13
Passing Yards,8,69,322,2030,8,2
Passing Yards,8,70,322,2048,8,2
Passing Yards,8,71,322,2069,8,29
Passing Yards,8,72,321,2022,8,13
Passing Yards,8,73,321,2025,8,23
Passing Yards,8,74,320,2047,8,10
Passing Yards,8,75,319,2036,8,13
Passing Yards,8,76,318,2022,8,12
Passing Yards,8,77,317,2037,8,22
Passing Yards,8,78,317,2038,8,23
Passing Yards,8,79,317,2053,8,20
Passing Yards,8,80,316,2037,8,29
Passing Yards,8,81,316,2043,8,31
Passing Yards,8,82,316,2044,8,19
Passing Yards,8,83,314,2048,8,13
Passing Yards,8,84,313,2063,8,12
Passing Yards,8,85,312,2036,8,1
Passing Yards,8,86,312,2037,8,14
Passing Yards,8,87,312,2055,8,11
Passing Yards,8,88,312,2066,8,6
Passing Yards,8,89,311,2034,8,20
Passing Yards,8,90,311,2041,8,3
Passing Yards,8,91,310,2068,8,19
Passing Yards,8,92,306,2043,8,6
Passing Yards,8,93,306,2051,8,3
Passing Yards,8,94,306,2059,8,13
Passing Yards,8,95,306,2062,8,19
Passing Yards,8,96,305,2025,8,22
Passing Yards,8,97,305,2037,8,13
Passing Yards,8,98,305,2069,8,22
Passing Yards,8,99,304,2026,8,14
Passing Yards Allowed,8,0,70,2042,8,23
Passing Yards Allowed,8,1,92,2062,8,13
Passing Yards Allowed,8,2,96,2023,8,20
Passing Yards Allowed,8,3,97,2036,8,20
Passing Yards Allowed,8,4,98,2042,8,2
Passing Yards Allowed,8,5,101,2024,8,13
Passing Yards Allowed,8,6,103,2058,8,13
Passing Yards Allowed,8,7,103,2064,8,17
Passing Yards Allowed,8,8,107,2036,8,6
Passing Yards Allowed,8,9,108,2040,8,16
Passing Yards Allowed,8,10,110,2053,8,14
Passing Yards Allowed,8,11,110,2059,8,13
Passing Yards Allowed,8,12,111,2054,8,6
Passing Yards Allowed,8,13,112,2069,8,13
Passing Yards Allowed,8,14,113,2066,8,2
Passing Yards Allowed,8,15,114,2045,8,23
Passing Yards Allowed,8,16,117,2023,8,19
Passing Yards Allowed,8,17,117,2024,8,31
Passing Yards Allowed,8,18,117,2048,8,4
Passing Yards Allowed,8,19,118,2020,8,17
Passing Yards Allowed,8,20,118,2028,8,1
Passing Yards Allowed,8,21,118,2031,8,10
Passing Yards Allowed,8,22,118,2044,8,20
Passing Yards Allowed,8,23,118,2048,8,30
Passing Yards Allowed,8,24,118,2053,8,16
Passing Yards Allowed,8,25,120,2066,8,24
Passing Yards Allowed,8,26,121,2062,8,19
Passing Yards Allowed,8,27,123,2036,8,23
Passing Yards Allowed,8,28,123,2050,8,3
Passing Yards Allowed,8,29,124,2029,8,18
Passing Yards Allowed,8,30,127,2035,8,20
Passing Yards Allowed,8,31,128,2040,8,28
Passing Yards Allowed,8,32,128,2044,8,13
Passing Yards Allowed,8,33,128,2056,8,23
Passing Yards Allowed,8,34,129,2059,8,20
Passing Yards Allowed,8,35,130,2022,8,12
Passing Yards Allowed,8,36,133,2020,8,14
Passing Yards Allowed,8,37,133,2036,8,1
Passing Yards Allowed,8,38,133,2039,8,16
Passing Yards Allowed,8,39,133,2049,8,23
Passing Yards Allowed,8,40,133,2050,8,20
Passing Yards Allowed,8,41,134,2042,8,16
Passing Yards Allowed,8,42,134,2056,8,20
Passing Yards Allowed,8,43,135,2025,8,21
Passing Yards Allowed,8,44,135,2064,8,30
Passing Yards Allowed,8,45,135,2065,8,19
Passing Yards Allowed,8,46,135,2067,8,15
Passing Yards Allowed,8,47,136,2044,8,3
Passing Yards Allowed,8,48,136,2063,8,10
Passing Yards Allowed,8,49,137,2031,8,23
Passing Yards Allowed,8,50,138,2063,8,20
Passing Yards Allowed,8,51,139,2041,8,29
Passing Yards Allowed,8,52,139,2064,8,23
Passing Yards Allowed,8,53,140,2049,8,3
Passing Yards Allowed,8,54,141,2032,8,16
Passing Yards Allowed,8,55,141,2036,8,22
Passing Yards Allowed,8,56,141,2045,8,21
Passing Yards Allowed,8,57,142,2029,8,16
Passing Yards Allowed,8,58,142,2035,8,20
Passing Yards Allowed,8,59,142,2046,8,23
Passing Yards Allowed,8,60,142,2048,8,12
Passing Yards Allowed,8,61,143,2025,8,31
Passing Yards Allowed,8,62,143,2031,8,28
Passing Yards Allowed,8,63,143,2042,8,23
Passing Yards Allowed,8,64,143,2045,8,6
Passing Yards Allowed,8,65,143,2066,8,26
Passing Yards Allowed,8,66,145,2030,8,12
Passing Yards Allowed,8,67,146,2062,8,14
Passing Yards Allowed,8,68,147,2053,8,13
Passing Yards Allowed,8,69,148,2023,8,3
Passing Yards Allowed,8,70,148,2025,8,22
Passing Yards Allowed,8,71,148,2030,8,30
Passing Yards Allowed,8,72,148,2046,8,20
Passing Yards Allowed,8,73,148,2048,8,22
Passing Yards Allowed,8,74,151,2027,8,2
Passing Yards Allowed,8,75,151,2046,8,12
Passing Yards Allowed,8,76,151,2068,8,16
Passing Yards Allowed,8,77,152,2028,8,23
Passing Yards Allowed,8,78,153,2026,8,19
Passing Yards Allowed,8,79,153,2037,8,13
Passing Yards Allowed,8,80,153,2057,8,23
Passing Yards Allowed,8,81,153,2062,8,25
Passing Yards Allowed,8,82,153,2063,8,23
Passing Yards Allowed,8,83,154,2044,8,23
Passing Yards Allowed,8,84,154,2048,8,20
Passing Yards Allowed,8,85,154,2061,8,21
Passing Yards Allowed,8,86,154,2065,8,7
Passing Yards Allowed,8,87,155,2065,8,20
Passing Yards Allowed,8,88,156,2051,8,2
Passing Yards Allowed,8,89,157,2047,8,5
Passing Yards Allowed,8,90,159,2042,8,20
Passing Yards Allowed,8,91,160,2027,8,10
Passing Yards Allowed,8,92,160,2034,8,20
Passing Yards Allowed,8,93,160,2053,8,21
Passing Yards Allowed,8,94,161,2020,8,19
Passing Yards Allowed,8,95,161,2064,8,12
Passing Yards Allowed,8,96,161,2065,8,14
Passing Yards Allowed,8,97,161,2067,8,20
Passing Yards Allowed,8,98,162,2043,8,10
Passing Yards Allowed,8,99,162,2055,8,19
Rushing Yards,8,0,268,2031,8,10
Rushing Yards,8,1,236,2046,8,28
Rushing Yards,8,2,230,2022,8,25
Rushing Yards,8,3,229,2065,8,16
Rushing Yards,8,4,225,2067,8,28
Rushing Yards,8,5,222,2052,8,13
Rushing Yards,8,6,220,2050,8,20
Rushing Yards,8,7,219,2023,8,20
Rushing Yards,8,8,216,2042,8,25
Rushing Yards,8,9,216,2069,8,22
Rushing Yards,8,10,210,2033,8,23
Rushing Yards,8,11,208,2038,8,23
Rushing Yards,8,12,208,2038,8,23
Rushing Yards,8,13,208,2042,8,23
Rushing Yards,8,14,206,2038,8,25
Rushing Yards,8,15,206,2047,8,23
Rushing Yards,8,16,203,2041,8,7
Rushing Yards,8,17,203,2064,8,16
Rushing Yards,8,18,201,2027,8,9
Rushing Yards,8,19,200,2058,8,16
Rushing Yards,8,20,199,2039,8,28
Rushing Yards,8,21,199,2055,8,2
Rushing Yards,8,22,199,2058,8,25
Rushing Yards,8,23,199,2059,8,20
Rushing Yards,8,24,199,2061,8,28
Rushing Yards,8,25,199,2069,8,13
Rushing Yards,8,26,198,2035,8,6
Rushing Yards,8,27,198,2054,8,20
Rushing Yards,8,28,197,2065,8,3
Rushing Yards,8,29,196,2058,8,20
Rushing Yards,8,30,195,2051,8,9
Rushing Yards,8,31,195,2056,8,19
Rushing Yards,8,32,194,2034,8,23
Rushing Yards,8,33,193,2041,8,13
Rushing Yards,8,34,193,2067,8,23
Rushing Yards,8,35,192,2060,8,22
Rushing Yards,8,36,191,2050,8,16
Rushing Yards,8,37,191,2066,8,20
Rushing Yards,8,38,189,2032,8,19
Rushing Yards,8,39,189,2047,8,19
Rushing Yards,8,40,188,2058,8,28
Rushing Yards,8,41,187,2060,8,27
Rushing Yards,8,42,186,2042,8,2
Rushing Yards,8,43,186,2049,8,20
Rushing Yards,8,44,185,2054,8,6
Rushing Yards,8,45,185,2060,8,19
Rushing Yards,8,46,184,2023,8,31
Rushing Yards,8,47,184,2054,8,26
Rushing Yards,8,48,183,2044,8,30
Rushing Yards,8,49,183,2047,8,23
Rushing Yards,8,50,183,2056,8,13
Rushing Yards,8,51,181,2046,8,20
Rushing Yards,8,52,180,2028,8,11
Rushing Yards,8,53,179,2023,8,19
Rushing Yards,8,54,179,2065,8,19
Rushing Yards,8,55,178,2023,8,9
Rushing Yards,8,56,178,2039,8,23
Rushing Yards,8,57,178,2047,8,10
Rushing Yards,8,58,177,2038,8,0
Rushing Yards,8,59,176,2039,8,20
Rushing Yards,8,60,176,2051,8,23
Rushing Yards,8,61,175,2067,8,20
Rushing Yards,8,62,174,2056,8,16
Rushing Yards,8,63,174,2061,8,18
Rushing Yards,8,64,173,2021,8,20
Rushing Yards,8,65,173,2045,8,20
Rushing Yards,8,66,173,2052,8,20
Rushing Yards,8,67,173,2055,8,10
Rushing Yards,8,68,171,2046,8,30
Rushing Yards,8,69,169,2043,8,11
Rushing Yards,8,70,169,2059,8,5
Rushing Yards,8,71,168,2040,8,23
Rushing Yards,8,72,168,2055,8,5
Rushing Yards,8,73,168,2056,8,1
Rushing Yards,8,74,168,2057,8,29
Rushing Yards,8,75,168,2059,8,19
Rushing Yards,8,76,167,2050,8,19
Rushing Yards,8,77,167,2069,8,6
Rushing Yards,8,78,166,2024,8,14
Rushing Yards,8,79,166,2058,8,13
Rushing Yards,8,80,164,2052,8,17
Rushing Yards,8,81,164,2059,8,3
Rushing Yards,8,82,164,2060,8,30
Rushing Yards,8,83,164,2062,8,0
Rushing Yards,8,84,163,2053,8,22
Rushing Yards,8,85,163,2066,8,23
Rushing Yards,8,86,162,2025,8,29
Rushing Yards,8,87,162,2044,8,20
Rushing Yards,8,88,162,2062,8,13
Rushing Yards,8,89,161,2020,8,13
Rushing Yards,8,90,161,2034,8,13
Rushing Yards,8,91,161,2042,8,16
Rushing Yards,8,92,160,2036,8,1
Rushing Yards,8,93,160,2048,8,17
Rushing Yards,8,94,160,2050,8,23
Rushing Yards,8,95,159,2038,8,20
Rushing Yards,8,96,159,2043,8,10
Rushing Yards,8,97,158,2056,8,14
Rushing Yards,8,98,158,2063,8,23
Rushing Yards,8,99,157,2060,8,20
Rushing Yards Allowed,8,0,11,2038,8,28
Rushing Yards Allowed,8,1,15,2067,8,31
Rushing Yards Allowed,8,2,16,2061,8,18
Rushing Yards Allowed,8,3,19,2020,8,14
Rushing Yards Allowed,8,4,25,2047,8,20
Rushing Yards Allowed,8,5,25,2069,8,23
Rushing Yards Allowed,8,6,26,2029,8,14
Rushing Yards Allowed,8,7,26,2041,8,13
Rushing Yards Allowed,8,8,28,2062,8,24
Rushing Yards Allowed,8,9,29,2020,8,23
Rushing Yards Allowed,8,10,29,2060,8,27
Rushing Yards Allowed,8,11,31,2059,8,10
Rushing Yards Allowed,8,12,32,2039,8,23
Rushing Yards Allowed,8,13,32,2046,8,30
Rushing Yards Allowed,8,14,33,2033,8,6
Rushing Yards Allowed,8,15,34,2041,8,22
Rushing Yards Allowed,8,16,37,2027,8,23
Rushing Yards Allowed,8,17,37,2033,8,23
Rushing Yards Allowed,8,18,38,2023,8,5
Rushing Yards Allowed,8,19,38,2038,8,13
Rushing Yards Allowed,8,20,38,2039,8,30
Rushing Yards Allowed,8,21,38,2062,8,3
Rushing Yards Allowed,8,22,39,2060,8,22
