Year,Game_ID,Week,Visitor_Score,Visitor_Team,Home_Score,Home_Team,Attendance,Weather,Temperature,Wind,Visitor_Quarterback,Home_Quarterback,Visitor_Running_Back,Home_Running_Back,Visitor_Receiver,Home_Receiver,Visitor_QB_Pass_Attempts,Visitor_QB_Completions,Visitor_QB_Passing_Yardage,Home_QB_Pass_Attempts,Home_QB_Completions,Home_QB_Passing_Yardage,Visiting_Leader_Rushes,Visiting_Leader_Rushing_Yardage,Home_Leader_Rushes,Home_Leader_Rushing_Yardage,Visiting_Leader_Receptions,Visiting_Leader_Receiving_Yardage,Home_Leader_Receptions,Home_Leader_Receiving_Yardage
2067,98,Reg. Season Week 3,29,2,21,11,59300,Sunny,68,0,34195,40011,37580,36744,38522,34405,33,22,257,19,11,96,15,82,7,39,10,119,5,66
2067,99,Reg. Season Week 3,26,23,31,6,67100,Sunny,68,0,37520,32461,38416,32461,38530,33542,40,28,282,28,17,168,10,74,4,65,8,95,6,91
2067,100,Reg. Season Week 3,24,4,20,29,73800,Sunny,68,0,40887,40891,37542,40077,35066,40227,25,16,117,58,34,294,17,75,6,46,3,39,13,123
2067,101,Reg. Season Week 3,6,5,24,17,51600,Sunny,60,0,35046,40027,35917,35094,39446,39419,31,16,143,23,14,104,11,27,12,126,3,48,4,46
2067,102,Reg. Season Week 3,17,9,2,1,61800,Sunny,60,2,38312,31635,39274,39248,41936,32664,30,21,197,31,18,118,23,146,21,78,6,55,2,31
2067,103,Reg. Season Week 3,23,31,31,3,78900,Rain,62,13,28285,34178,37561,36718,40282,36861,37,23,297,33,20,206,21,83,9,38,5,97,5,74
2067,104,Reg. Season Week 3,3,14,16,8,21800,Rain,59,2,36686,39219,39228,40062,35153,40270,40,30,216,26,19,178,11,20,17,78,6,67,7,49
2067,105,Reg. Season Week 3,17,19,10,13,84400,Sunny,84,9,33339,33318,41797,40082,36879,40269,38,26,306,47,28,216,19,83,8,35,7,90,7,74
2067,106,Reg. Season Week 3,20,18,23,24,78400,Rain,52,12,34186,35009,40060,36735,36072,37695,43,23,183,28,18,267,6,54,22,110,6,53,6,105
2067,107,Reg. Season Week 3,10,20,13,30,22800,Sunny,68,0,36660,38351,40933,40939,40231,34432,55,22,238,44,25,232,5,29,20,68,6,104,7,66
2067,108,Reg. Season Week 3,23,21,30,26,45000,Sunny,74,2,38324,40050,39251,41806,36057,37676,41,27,235,34,22,288,10,81,22,64,5,64,3,97
2067,109,Reg. Season Week 3,21,22,28,12,78100,Sunny,91,2,32466,30799,32466,35927,39429,39389,39,29,411,33,18,234,4,24,17,92,5,93,3,73
2067,110,Reg. Season Week 3,7,25,34,10,76600,Sunny,62,6,32439,35862,38412,40074,35273,36881,20,13,82,35,26,294,5,48,15,54,3,31,9,150
2067,111,Reg. Season Week 3,6,28,31,16,62600,Sunny,65,0,35852,35855,41802,37564,38580,37703,32,19,133,21,16,142,11,75,14,81,5,54,2,49
2067,112,Reg. Season Week 4,23,0,30,27,19900,Rain,58,3,32452,32462,38384,34240,40230,40175,42,30,291,29,16,167,15,68,21,71,5,77,5,60
2067,113,Reg. Season Week 4,20,30,17,3,79500,Sunny,74,7,38351,34178,40939,36718,38575,35229,45,22,220,25,21,220,11,55,24,85,2,51,8,126
2067,114,Reg. Season Week 4,23,9,17,7,61700,Sunny,78,1,38312,38356,39274,40971,39399,35164,37,21,192,44,21,232,15,103,14,75,5,65,6,108
2067,115,Reg. Season Week 4,29,10,25,29,77100,Sunny,68,0,35862,40891,37530,41821,33537,40227,37,24,332,40,23,214,13,49,7,29,7,103,4,48
2067,116,Reg. Season Week 4,15,31,20,23,73000,Sunny,76,3,28285,37520,37561,40105,40282,38530,47,32,285,39,26,274,19,74,6,36,12,154,8,87
2067,117,Reg. Season Week 4,22,11,38,8,21800,Sunny,73,20,38322,39219,36744,39279,33527,37672,49,26,279,36,25,362,6,39,7,38,7,118,6,115
2067,118,Reg. Season Week 4,16,26,23,17,51600,Sunny,71,0,40050,40027,41806,36692,40208,40197,34,20,252,26,16,232,25,105,16,91,2,52,3,53
2067,119,Reg. Season Week 4,34,14,34,6,67100,Sunny,68,0,36686,32461,38410,40112,41927,33542,37,27,283,49,32,265,13,87,14,59,10,143,11,86
2067,120,Reg. Season Week 4,28,15,20,21,69600,Sunny,68,0,39190,38324,40104,39251,38518,36057,28,19,234,31,17,244,13,63,19,67,6,57,5,103
2067,121,Reg. Season Week 4,16,16,28,22,63500,Sunny,68,0,35855,32466,39247,41822,36872,40198,31,19,182,26,18,205,5,58,15,96,8,124,5,48
2067,122,Reg. Season Week 4,16,19,20,2,73500,Sunny,69,1,33339,34195,41797,37580,36049,38522,38,22,239,27,19,87,10,30,11,106,7,164,6,34
2067,123,Reg. Season Week 4,0,20,20,12,78100,Sunny,64,8,36660,30799,36701,35927,40231,34382,42,21,221,42,26,266,7,40,16,51,3,60,7,76
2067,124,Reg. Season Week 4,24,25,27,4,78100,Sunny,84,1,32439,40887,40956,37542,41072,34359,31,21,282,40,25,225,15,92,12,56,6,86,6,49
2067,125,Reg. Season Week 4,26,24,18,1,61800,Sunny,80,4,35009,31635,36735,39248,41879,40251,40,26,237,37,23,278,26,125,11,43,8,73,6,122
2067,126,Reg. Season Week 5,13,2,24,16,66200,Sunny,67,0,34195,38333,37580,39247,41143,36872,30,15,151,23,12,67,10,53,15,120,2,48,6,51
2067,127,Reg. Season Week 5,7,23,17,11,58800,Sunny,68,0,37520,38322,40105,36744,39381,34405,55,30,275,35,20,220,7,22,13,43,6,73,8,107
2067,128,Reg. Season Week 5,31,4,3,26,49700,Sunny,72,2,40887,40050,40976,41806,40277,36083,23,10,62,38,26,144,16,62,12,32,1,18,6,49
2067,129,Reg. Season Week 5,20,5,27,29,66700,Sunny,68,0,35046,40891,39281,40077,40237,39390,52,31,303,27,17,155,10,46,8,93,8,85,3,43
2067,130,Reg. Season Week 5,9,6,21,19,57600,Sunny,62,0,32461,33339,40112,41797,33542,36049,44,25,188,27,22,237,10,58,10,53,6,50,6,82
2067,131,Reg. Season Week 5,20,9,13,21,68100,Sunny,68,0,38312,38324,39274,39251,36826,39438,35,17,150,27,21,197,12,59,21,56,2,39,5,70
2067,132,Reg. Season Week 5,7,13,23,28,78300,Sunny,70,0,33318,32457,41810,41802,40269,37746,35,19,212,24,17,230,8,39,27,117,7,127,3,89
2067,133,Reg. Season Week 5,10,14,33,3,79500,Rain,47,14,37511,34178,38410,34178,34381,38508,33,17,227,27,17,140,13,46,4,31,7,65,4,38
2067,134,Reg. Season Week 5,37,15,24,10,76600,Sunny,66,6,39190,41762,40104,37530,33504,33537,38,31,366,31,19,205,19,71,10,80,5,102,6,78
2067,135,Reg. Season Week 5,31,18,24,7,62100,Sunny,88,1,34186,38356,41824,38356,40267,34386,22,15,180,39,24,213,18,84,11,53,4,84,6,48
2067,136,Reg. Season Week 5,16,20,19,31,60400,Sunny,92,0,36660,28285,36701,37561,36837,35992,41,23,285,37,25,241,12,57,35,116,9,103,4,71
2067,137,Reg. Season Week 5,16,22,41,30,23600,Sunny,68,0,32466,38351,32466,40939,34422,41956,48,28,355,35,19,259,3,29,10,86,8,135,5,127
2067,138,Reg. Season Week 5,20,25,22,27,21000,Sunny,63,5,32439,32462,40956,39268,41072,34240,33,18,203,40,22,231,12,44,11,88,6,89,4,93
2067,139,Reg. Season Week 5,34,24,37,0,60500,Rain,91,6,35009,32452,37539,38384,38570,39400,45,33,315,45,31,402,10,72,10,22,7,128,6,115
2067,140,Reg. Season Week 6,17,1,13,0,58600,Sunny,63,5,31635,32452,39248,38384,40251,40230,35,19,173,33,22,350,18,132,14,47,10,81,3,79
2067,141,Reg. Season Week 6,16,27,23,26,45900,Sunny,71,7,32462,40050,34240,41806,40226,40208,29,15,191,30,20,258,11,52,25,115,5,92,5,96
2067,142,Reg. Season Week 6,24,3,23,22,65400,Sunny,68,0,34178,32466,36718,32466,40078,41106,32,25,264,33,24,270,15,99,5,68,5,68,6,59
2067,143,Reg. Season Week 6,31,23,27,20,50700,Sunny,74,6,37520,36660,40105,40933,39343,36837,40,25,333,43,28,343,13,54,9,45,4,105,8,119
2067,144,Reg. Season Week 6,14,4,37,24,78400,Sunny,47,9,40887,35009,40887,36735,34359,38516,30,13,138,35,21,271,5,42,22,141,7,103,6,92
2067,145,Reg. Season Week 6,51,7,23,5,35500,Sunny,68,0,38356,35046,38356,39281,34386,36897,20,16,358,41,31,311,5,71,5,59,5,193,11,102
2067,146,Reg. Season Week 6,14,31,22,13,82900,Sunny,66,1,28285,33318,37561,38382,40282,40182,30,18,263,25,22,199,21,61,6,54,5,78,4,51
2067,147,Reg. Season Week 6,10,12,24,11,59300,Sunny,68,0,36636,38322,36636,40102,41130,33527,49,30,281,35,22,239,4,23,10,32,4,68,2,78
2067,148,Reg. Season Week 6,13,14,41,30,23600,Sunny,68,0,37511,38351,38410,40939,39228,39333,37,20,269,24,18,296,9,19,21,85,6,73,5,99
2067,149,Reg. Season Week 6,23,19,21,16,64900,Sunny,47,0,33339,38333,40061,39247,36879,36872,29,20,214,38,27,292,8,70,11,67,7,78,9,82
2067,150,Reg. Season Week 6,13,17,26,25,85600,Sunny,56,0,40027,32439,36692,40956,36073,41072,36,20,205,35,25,267,9,28,13,51,5,90,10,122
2067,151,Reg. Season Week 6,20,18,24,9,80400,Sunny,37,3,40013,38312,40076,39274,36062,36826,33,22,247,31,18,169,18,65,15,90,5,80,8,79
2067,152,Reg. Season Week 6,13,21,34,10,76600,Sunny,30,1,38324,41762,39251,40074,40238,33537,38,20,171,32,22,191,12,45,11,107,6,38,6,77
2067,153,Reg. Season Week 6,19,28,38,8,22500,Sunny,39,8,32457,39219,41802,40062,38580,40270,38,25,253,29,18,236,13,85,10,144,7,59,4,59
2067,154,Reg. Season Week 7,16,3,45,2,74600,Sunny,67,8,34178,34195,36718,37580,36858,36892,35,26,274,25,18,263,13,33,10,99,5,87,4,85
2067,155,Reg. Season Week 7,16,4,6,1,61800,Sunny,48,0,40887,31635,37542,36746,34359,40251,24,17,230,46,24,284,3,22,9,93,7,127,7,102
2067,156,Reg. Season Week 7,16,8,10,31,63800,Sunny,64,0,39219,28285,40062,37561,40270,40282,28,17,138,62,33,396,20,26,13,13,4,36,13,152
2067,157,Reg. Season Week 7,24,9,20,5,35500,Sunny,68,0,38312,35046,39274,39281,34335,40237,37,22,193,35,27,191,18,61,13,54,3,39,8,58
2067,158,Reg. Season Week 7,37,10,27,18,78100,Sunny,68,0,35862,34186,37530,40076,36881,40076,39,27,369,35,24,274,19,108,11,33,9,142,4,99
2067,159,Reg. Season Week 7,16,13,15,11,58800,Sunny,68,0,33318,38322,40082,40102,40082,34361,29,15,178,32,19,197,17,82,8,16,4,53,4,61
2067,160,Reg. Season Week 7,20,26,23,25,81400,Sunny,51,0,40050,32439,41806,40956,40208,39420,38,22,169,61,40,404,20,101,12,61,3,44,5,84
2067,161,Reg. Season Week 7,34,15,20,7,62100,Rain,67,9,39190,38356,40104,37581,38518,35164,26,20,289,40,22,187,13,54,7,81,5,90,5,72
2067,162,Reg. Season Week 7,10,16,15,6,67000,Sunny,68,0,38333,32461,39247,40112,37703,33542,36,20,245,42,21,175,10,34,16,104,4,73,6,57
2067,163,Reg. Season Week 7,20,19,24,30,24400,Sunny,68,0,33339,38351,41797,40939,40061,41934,40,26,230,33,23,239,11,86,12,135,3,72,3,72
2067,164,Reg. Season Week 7,16,22,0,14,57700,Sunny,80,8,32466,37511,35904,38410,34422,34381,30,19,162,36,20,152,13,63,14,49,4,46,4,38
2067,165,Reg. Season Week 7,27,24,24,17,51600,Sunny,82,0,35009,40027,36735,36692,37695,39419,31,19,212,33,19,240,18,55,11,70,4,86,5,76
2067,166,Reg. Season Week 7,23,28,30,12,78100,Sunny,80,0,32457,36636,41802,40957,38580,41130,43,27,288,17,12,163,10,104,11,37,7,144,5,92
2067,167,Reg. Season Week 7,20,29,14,21,67400,Sunny,68,0,40891,38324,41821,35068,41118,36057,30,17,178,49,28,270,11,49,15,72,1,34,7,95
2067,168,Reg. Season Week 8,26,0,31,26,43800,Sunny,72,8,32452,40050,38384,41806,41089,41806,40,24,223,37,20,237,9,41,20,205,5,76,6,76
2067,169,Reg. Season Week 8,20,1,29,25,85100,Sunny,75,0,31635,32439,39248,40956,40251,41072,41,23,279,39,23,294,17,85,18,96,12,149,6,147
2067,170,Reg. Season Week 8,33,27,25,24,78400,Sunny,51,10,32462,35009,32462,36735,40226,38570,38,19,249,25,13,194,7,43,15,96,9,94,8,149
2067,171,Reg. Season Week 8,6,2,32,6,67100,Sunny,68,0,34195,32461,37580,40112,41143,36883,31,22,138,43,31,333,8,50,18,80,3,40,3,72
2067,172,Reg. Season Week 8,30,30,17,16,65500,Sunny,46,0,38351,35855,40939,39247,41934,36872,34,26,240,33,17,220,19,92,12,71,5,109,7,83
2067,173,Reg. Season Week 8,27,3,30,19,57600,Sunny,67,0,34178,33339,36718,33339,36861,40061,48,33,299,39,24,270,11,55,9,57,8,67,7,56
2067,174,Reg. Season Week 8,28,5,30,18,77100,Sunny,68,0,35046,34186,35046,34186,40237,36062,45,27,317,36,25,260,5,36,2,21,8,94,9,124
2067,175,Reg. Season Week 8,28,8,28,23,74300,Sunny,52,7,39219,37520,36890,40105,37672,35121,60,34,332,38,21,315,3,70,14,73,9,119,4,89
2067,176,Reg. Season Week 8,13,9,40,10,76600,Rain,59,9,30812,35862,39274,37530,39274,37628,15,8,113,40,31,290,8,20,10,146,4,47,4,69
2067,177,Reg. Season Week 8,15,31,20,28,78300,Sunny,75,0,28285,32457,37561,41802,40282,39423,29,14,200,27,20,203,18,71,23,129,3,58,7,111
2067,178,Reg. Season Week 8,26,11,20,20,50700,Rain,76,3,38322,36660,36744,36701,34405,36837,49,30,347,39,19,234,15,84,12,99,11,169,9,149
2067,179,Reg. Season Week 8,23,12,27,13,84900,Sunny,48,5,30799,33318,35927,40082,34382,40240,47,27,308,33,20,203,9,15,8,66,7,84,3,39
2067,180,Reg. Season Week 8,20,17,13,4,78100,Sunny,65,1,30815,40887,36692,40887,36073,34359,49,31,368,41,13,96,17,59,10,63,10,133,7,78
2067,181,Reg. Season Week 8,6,29,30,15,57600,Sunny,30,11,36685,39190,41821,38390,36005,38518,38,20,174,22,15,180,6,49,20,131,5,78,5,67
2067,182,Reg. Season Week 9,10,0,16,4,78100,Rain,53,11,32452,40887,38384,40887,41089,34359,35,23,197,27,20,243,8,41,12,59,8,104,8,83
2067,183,Reg. Season Week 9,24,27,17,17,51600,Sunny,62,0,32462,30815,34240,36692,40226,39440,33,14,95,47,29,238,11,54,14,69,6,44,6,50
2067,184,Reg. Season Week 9,27,2,24,30,25300,Sunny,68,0,34195,38351,34195,40939,41143,31825,41,29,286,37,25,328,11,63,18,25,2,79,3,100
2067,185,Reg. Season Week 9,13,23,9,28,78300,Sunny,61,0,37520,32457,40105,41802,37749,41043,41,27,224,28,17,123,12,53,10,74,6,60,5,68
2067,186,Reg. Season Week 9,6,6,33,3,79500,Sunny,41,2,32461,34178,40953,34178,36883,41976,51,27,207,28,19,254,5,27,10,79,5,49,4,88
2067,187,Reg. Season Week 9,17,7,23,29,72600,Sunny,68,0,38356,36685,37581,41821,34386,39390,39,21,145,41,30,317,8,94,12,95,7,47,5,88
2067,188,Reg. Season Week 9,13,8,16,12,78100,Rain,78,15,39219,30799,39219,35927,37672,38480,39,23,214,36,24,200,1,10,12,41,7,98,5,58
2067,189,Reg. Season Week 9,13,26,20,1,61700,Sunny,43,2,40050,31635,41806,39248,40106,35127,40,22,191,22,14,189,18,73,21,67,3,51,3,64
2067,190,Reg. Season Week 9,13,14,12,16,59200,Sunny,54,0,37511,35855,39228,35855,39430,40241,31,16,165,52,30,246,15,87,4,36,2,64,8,88
2067,191,Reg. Season Week 9,10,18,37,15,57600,Sunny,41,10,34186,39190,40267,40104,36072,38518,25,15,129,31,19,181,1,8,10,90,7,113,7,64
2067,192,Reg. Season Week 9,20,20,44,13,84900,Sunny,48,11,36660,33318,36701,40082,40933,40182,32,20,267,33,22,282,11,85,11,48,4,66,8,164
2067,193,Reg. Season Week 9,6,21,30,5,34600,Sunny,68,0,38324,35046,39251,39281,40238,38542,23,10,161,32,21,158,14,81,7,75,5,96,4,57
2067,194,Reg. Season Week 9,27,22,34,19,57600,Sunny,57,0,32466,33339,41822,40061,40198,40061,41,28,325,31,24,221,7,28,10,58,5,78,5,53
2067,195,Reg. Season Week 9,13,25,30,24,78400,Sunny,66,3,32439,35009,32439,36735,36850,38516,30,15,159,42,30,314,6,26,23,111,2,59,5,87
2067,196,Reg. Season Week 10,17,1,16,27,21400,Sunny,52,0,31635,39171,39248,34240,41910,38531,45,25,186,18,6,70,17,103,16,50,2,42,2,51
2067,197,Reg. Season Week 10,20,2,13,14,60900,Rain,76,5,34195,37511,39270,38410,35185,34381,41,24,325,25,14,95,13,67,10,44,3,101,3,40
2067,198,Reg. Season Week 10,21,5,27,15,57600,Rain,43,14,35046,39190,35917,38390,36002,38518,33,17,203,24,13,189,7,78,19,76,3,74,7,159
2067,199,Reg. Season Week 10,28,6,21,22,64700,Sunny,68,0,32461,32466,40953,35878,38467,40198,43,28,180,44,26,330,13,133,10,28,6,70,5,124
2067,200,Reg. Season Week 10,14,7,37,10,76600,Sunny,41,0,38356,35862,38356,37530,34386,36881,27,19,222,37,27,361,4,25,25,182,5,76,7,104
2067,201,Reg. Season Week 10,30,11,14,31,59200,Sunny,50,0,38322,28285,36744,37561,34405,40282,29,19,159,41,21,204,17,92,6,29,7,80,4,53
2067,202,Reg. Season Week 10,6,12,29,23,74300,Sunny,53,9,30799,37520,40957,40105,34382,38530,26,11,97,37,24,225,10,24,14,68,2,49,5,39
2067,203,Reg. Season Week 10,35,13,6,8,23300,Sunny,36,18,33318,39219,40096,41112,41974,39336,42,24,206,23,14,148,6,31,1,19,6,55,3,51
2067,204,Reg. Season Week 10,15,26,12,24,78400,Sunny,64,5,40050,35009,41806,36735,35995,38570,21,12,111,42,23,170,12,43,14,47,3,44,5,55
2067,205,Reg. Season Week 10,21,16,37,3,79500,Sunny,33,12,35855,34178,37564,36718,36872,41976,37,21,120,42,27,343,5,47,18,67,6,45,7,129
2067,206,Reg. Season Week 10,24,17,27,0,59400,Sunny,80,7,30815,32452,36692,40936,39419,39400,29,15,167,41,28,353,17,53,5,25,2,42,9,169
2067,207,Reg. Season Week 10,20,18,13,21,70000,Sunny,68,0,34186,38324,41824,35068,36062,40238,40,23,199,41,23,260,14,28,13,56,4,71,6,108
2067,208,Reg. Season Week 10,22,28,29,20,49800,Sunny,52,8,32457,36660,41802,40933,41043,36837,34,21,219,30,18,159,16,68,17,94,6,73,11,121
2067,209,Reg. Season Week 10,17,29,20,9,81300,Sunny,50,9,36685,30812,37577,39274,40227,41936,37,19,185,36,25,167,9,54,18,157,5,80,9,105
2067,210,Reg. Season Week 11,14,0,41,25,78900,Sunny,72,0,32452,33313,38384,40956,41089,35273,35,22,271,34,24,280,10,53,25,164,7,82,6,74
2067,211,Reg. Season Week 11,34,30,17,6,67100,Sunny,68,0,38351,32461,40939,40953,31825,38467,24,16,226,46,28,219,24,114,10,34,2,73,7,56
2067,212,Reg. Season Week 11,3,23,24,13,84900,Rain,59,5,37520,33318,40105,33318,38530,40240,52,28,249,32,19,137,11,35,8,47,4,70,3,59
2067,213,Reg. Season Week 11,20,4,24,27,21900,Rain,72,15,40887,39171,40976,39268,40976,39268,36,25,227,33,27,231,15,78,9,64,3,63,3,58
2067,214,Reg. Season Week 11,3,8,21,20,50700,Rain,54,6,39219,36660,40062,36701,40184,36837,57,32,362,30,16,161,7,32,10,41,4,67,5,69
2067,215,Reg. Season Week 11,30,10,7,5,38900,Sunny,68,0,35862,35046,37530,39281,36881,36002,38,28,310,16,9,94,18,73,8,32,14,141,5,58
2067,216,Reg. Season Week 11,17,31,29,12,78100,Rain,48,9,28285,30799,40056,35927,38520,41130,43,19,229,35,22,284,2,12,7,25,3,63,7,116
2067,217,Reg. Season Week 11,21,15,31,9,81600,Sunny,48,1,39190,30812,39190,39274,38518,39399,28,13,88,40,23,221,7,40,16,134,3,21,6,83
2067,218,Reg. Season Week 11,30,19,23,14,60900,Sunny,64,6,33339,37511,40061,39228,39342,36908,26,16,223,29,20,273,13,63,10,67,6,98,4,93
2067,219,Reg. Season Week 11,7,17,23,1,61800,Sunny,53,2,30815,31635,36692,39248,39419,36876,43,20,201,44,29,252,10,41,20,125,10,82,6,71
2067,220,Reg. Season Week 11,20,18,17,29,78700,Sunny,68,0,34186,40891,41824,41821,36072,40227,11,10,141,29,17,210,15,66,12,82,10,84,6,83
2067,221,Reg. Season Week 11,3,21,23,7,56900,Rain,44,17,38324,38356,39251,40971,40238,36075,34,22,159,20,16,188,7,58,13,90,5,43,4,55
2067,222,Reg. Season Week 11,20,22,23,2,74600,Sunny,31,6,32466,34195,41822,39270,40198,35185,41,24,209,27,17,144,13,97,16,120,3,57,4,36
2067,223,Reg. Season Week 11,41,28,18,11,59100,Sunny,68,0,32457,38322,41802,40102,41043,38498,29,18,322,44,25,248,18,104,10,114,4,141,3,45
2067,224,Reg. Season Week 12,13,1,20,28,78300,Sunny,48,0,31635,32457,39248,41802,36876,41802,40,26,297,28,21,293,16,54,16,46,7,85,4,83
2067,225,Reg. Season Week 12,23,30,20,26,51700,Sunny,79,5,38351,40050,40939,41806,41956,41041,43,27,353,43,25,201,25,101,15,87,6,143,2,37
2067,226,Reg. Season Week 12,13,5,41,23,72000,Sunny,65,10,35046,37520,39281,40105,36897,39381,36,24,265,29,25,312,10,73,16,95,3,56,5,64
2067,227,Reg. Season Week 12,15,6,12,0,58500,Sunny,67,0,32461,32452,40112,38384,33542,38384,38,17,192,42,25,249,16,35,17,51,7,76,7,70
2067,228,Reg. Season Week 12,21,7,29,3,79500,Sunny,34,2,38356,40908,40971,36718,34386,41976,38,20,206,28,19,177,13,37,20,93,6,57,6,72
2067,229,Reg. Season Week 12,16,10,14,8,23400,Sunny,61,9,35862,39219,37530,40062,36881,36890,43,24,300,32,24,238,12,63,13,27,8,165,7,83
2067,230,Reg. Season Week 12,36,31,27,27,20800,Sunny,67,9,28285,39171,37561,34240,38520,40175,39,22,303,34,14,171,24,115,13,73,4,91,3,44
2067,231,Reg. Season Week 12,20,12,9,4,78100,Sunny,45,6,30799,40887,40957,40976,35927,34359,32,14,171,50,27,268,11,97,10,77,2,36,15,103
2067,232,Reg. Season Week 12,6,13,19,9,81600,Sunny,49,6,33318,30812,40082,39274,40269,34335,32,18,170,21,13,110,15,60,23,117,4,60,5,65
2067,233,Reg. Season Week 12,8,14,37,21,65900,Sunny,68,0,36686,38324,38410,39251,35153,39438,35,19,171,21,18,291,12,91,19,81,4,57,1,97
2067,234,Reg. Season Week 12,16,16,13,18,78100,Sunny,68,0,35855,40013,39247,41824,40241,36072,31,25,226,32,22,205,9,66,20,101,3,64,8,118
2067,235,Reg. Season Week 12,20,17,16,11,59300,Sunny,68,0,30815,38322,36692,40102,36073,34361,30,17,227,42,21,206,21,94,8,38,5,90,5,51
2067,236,Reg. Season Week 12,13,20,27,15,57600,Sunny,17,12,39196,39190,40933,38390,41023,38518,16,8,106,30,21,249,7,29,17,98,6,51,11,120
2067,237,Reg. Season Week 12,13,25,21,2,74600,Sunny,45,2,32439,34195,40956,39270,41072,38522,45,26,203,19,10,75,13,70,13,63,5,69,2,26
2067,238,Reg. Season Week 12,17,24,36,22,65400,Sunny,68,0,35009,32466,37539,35878,38516,40198,19,13,174,25,23,241,7,40,20,105,6,108,6,85
2067,239,Reg. Season Week 12,13,29,44,19,57600,Sunny,47,0,40891,33339,41821,40061,40227,36879,27,13,202,21,16,153,8,37,21,78,3,73,5,81
2067,240,Reg. Season Week 13,20,1,23,18,78100,Sunny,68,0,31635,40013,39248,41824,36876,36072,34,24,245,34,22,254,12,102,24,143,6,63,6,127
2067,241,Reg. Season Week 13,20,30,13,28,78300,Sunny,45,0,38351,32457,40939,41802,41934,38580,39,24,296,27,17,124,27,99,15,76,3,82,2,34
2067,242,Reg. Season Week 13,32,3,17,23,74300,Sunny,55,2,40908,37520,36718,37520,38508,39381,33,19,275,31,20,289,22,85,6,46,6,65,8,86
2067,243,Reg. Season Week 13,27,6,14,31,61300,Sunny,69,0,32461,28285,40112,37561,36883,40282,29,19,220,29,16,145,23,94,11,37,4,59,11,142
2067,244,Reg. Season Week 13,10,7,3,25,85100,Sunny,63,0,38356,32439,40971,40947,35164,41072,31,18,167,33,19,205,15,73,4,26,4,60,5,62
2067,245,Reg. Season Week 13,3,8,32,2,74600,Sunny,62,9,35856,34195,40062,39270,37672,39325,15,6,87,35,21,192,8,50,10,49,5,64,3,66
2067,246,Reg. Season Week 13,23,10,20,27,22700,Sunny,40,1,35862,32462,37530,34240,36881,39444,29,16,164,47,25,320,15,55,11,37,6,83,5,123
2067,247,Reg. Season Week 13,13,11,23,14,56400,Sunny,61,2,38322,36686,36744,39228,34361,35153,34,14,160,32,20,213,11,50,9,23,6,106,6,67
2067,248,Reg. Season Week 13,24,12,33,19,57600,Sunny,46,0,30799,33339,40957,40061,39350,36049,39,22,257,44,26,257,11,118,12,91,4,61,4,64
2067,249,Reg. Season Week 13,26,13,24,22,65700,Sunny,68,0,33318,32466,40082,35878,41974,39429,25,18,176,42,20,312,30,155,10,63,3,49,2,68
2067,250,Reg. Season Week 13,36,26,12,5,34600,Sunny,68,0,40050,35046,41806,41837,36083,40237,33,27,303,31,17,141,23,90,13,44,3,68,6,96
2067,251,Reg. Season Week 13,6,15,13,4,78100,Sunny,43,7,39190,40887,38390,40976,38518,40976,39,30,340,17,9,113,17,57,17,59,13,164,1,34
2067,252,Reg. Season Week 13,10,16,30,20,50700,Rain,69,9,38333,36660,39247,40933,40165,36837,28,19,180,33,21,224,10,55,14,75,10,110,8,74
2067,253,Reg. Season Week 13,26,17,6,21,69300,Sunny,68,0,30815,29969,39440,39251,36073,40238,34,24,245,16,9,142,1,79,17,53,7,80,6,134
2067,254,Reg. Season Week 13,13,24,6,9,81600,Sunny,34,4,35009,30812,36735,35872,38570,39399,39,23,211,35,20,167,23,72,7,40,7,125,4,52
2067,255,Reg. Season Week 13,14,29,9,0,54900,Sunny,50,10,40891,32452,40077,38384,40227,39400,39,23,171,33,21,273,9,48,20,31,9,84,6,119
2067,256,Reg. Season Week 14,13,0,20,22,58700,Sunny,68,0,32452,32466,38384,41822,41089,41106,33,23,199,29,19,177,15,57,19,112,9,95,4,95
2067,257,Reg. Season Week 14,33,27,6,11,58800,Sunny,68,0,32462,38322,34240,36744,40226,38498,34,26,273,34,20,193,12,63,6,16,8,95,6,41
2067,258,Reg. Season Week 14,27,3,14,29,77700,Sunny,68,0,40908,40891,36718,41821,41976,40227,37,26,310,32,15,143,17,59,16,68,8,117,3,40
2067,259,Reg. Season Week 14,24,4,14,28,78300,Sunny,56,0,40887,32457,40976,32457,34359,37746,26,20,206,29,17,210,18,51,4,27,6,74,5,101
2067,260,Reg. Season Week 14,9,9,16,23,74300,Sunny,44,6,30812,37520,39274,40105,39399,37749,37,19,160,32,21,238,11,84,17,87,3,43,6,77
2067,261,Reg. Season Week 14,27,31,24,17,51600,Sunny,73,0,28285,30815,37561,36692,40282,36073,45,31,236,38,17,274,21,146,17,64,10,80,7,182
2067,262,Reg. Season Week 14,10,12,10,1,61800,Sunny,48,9,36636,31635,35927,39248,41130,40251,53,27,263,56,30,304,7,52,15,57,7,72,11,96
2067,263,Reg. Season Week 14,23,13,20,5,35500,Sunny,68,0,33318,35046,40082,41837,40240,36000,35,22,182,26,19,253,10,98,17,45,5,63,5,75
