Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Rushing Yards,8,6,110,2052,8,14
Rushing Yards,8,7,107,2051,8,2
Rushing Yards,8,8,95,2056,8,22
Rushing Yards,8,9,88,2052,8,12
Rushing Yards,8,10,87,2068,8,3
Rushing Yards,8,11,69,2033,8,14
Rushing Yards,8,12,64,2029,8,20
Rushing Yards,8,13,58,2038,8,22
Rushing Yards,8,14,43,2051,8,19
Rushing Yards,8,15,27,2069,8,28
Rushing Yards Allowed,8,0,56,2048,8,22
Rushing Yards Allowed,8,1,62,2069,8,28
Rushing Yards Allowed,8,2,85,2052,8,12
Rushing Yards Allowed,8,3,86,2056,8,22
Rushing Yards Allowed,8,4,88,2052,8,14
Rushing Yards Allowed,8,5,95,2068,8,3
Rushing Yards Allowed,8,6,96,2051,8,2
Rushing Yards Allowed,8,7,101,2033,8,14
Rushing Yards Allowed,8,8,105,2056,8,11
Rushing Yards Allowed,8,9,118,2054,8,16
Rushing Yards Allowed,8,10,125,2038,8,31
Rushing Yards Allowed,8,11,131,2052,8,19
Rushing Yards Allowed,8,12,138,2038,8,22
Rushing Yards Allowed,8,13,156,2029,8,20
Rushing Yards Allowed,8,14,162,2056,8,28
Rushing Yards Allowed,8,15,191,2051,8,19
Total Yards,8,0,418,2048,8,22
Total Yards,8,1,403,2052,8,19
Total Yards,8,2,389,2052,8,12
Total Yards,8,3,358,2029,8,20
Total Yards,8,4,347,2038,8,31
Total Yards,8,5,339,2051,8,19
Total Yards,8,6,339,2054,8,16
Total Yards,8,7,336,2069,8,28
Total Yards,8,8,330,2052,8,14
Total Yards,8,9,327,2056,8,28
Total Yards,8,10,313,2051,8,2
Total Yards,8,11,301,2068,8,3
Total Yards,8,12,281,2033,8,14
Total Yards,8,13,238,2056,8,11
Total Yards,8,14,219,2038,8,22
Total Yards,8,15,200,2056,8,22
Total Yards Allowed,8,0,209,2052,8,14
Total Yards Allowed,8,1,219,2056,8,11
Total Yards Allowed,8,2,228,2056,8,22
Total Yards Allowed,8,3,281,2033,8,14
Total Yards Allowed,8,4,286,2038,8,31
Total Yards Allowed,8,5,322,2048,8,22
Total Yards Allowed,8,6,322,2052,8,12
Total Yards Allowed,8,7,323,2054,8,16
Total Yards Allowed,8,8,333,2038,8,22
Total Yards Allowed,8,9,354,2068,8,3
Total Yards Allowed,8,10,376,2056,8,28
Total Yards Allowed,8,11,383,2069,8,28
Total Yards Allowed,8,12,401,2051,8,2
Total Yards Allowed,8,13,403,2052,8,19
Total Yards Allowed,8,14,414,2029,8,20
Total Yards Allowed,8,15,427,2051,8,19
Pass Attempts,8,0,52,2068,8,3
Pass Attempts,8,1,51,2052,8,12
Pass Attempts,8,2,49,2029,8,20
Pass Attempts,8,3,42,2048,8,22
Pass Attempts,8,4,41,2052,8,19
Pass Attempts,8,5,40,2051,8,19
Pass Attempts,8,6,39,2069,8,28
Pass Attempts,8,7,38,2052,8,14
Pass Attempts,8,8,37,2038,8,22
Pass Attempts,8,9,35,2033,8,14
Pass Attempts,8,10,35,2051,8,2
Pass Attempts,8,11,34,2038,8,31
Pass Attempts,8,12,34,2056,8,11
Pass Attempts,8,13,34,2056,8,22
Pass Attempts,8,14,33,2054,8,16
Pass Attempts,8,15,31,2056,8,28
Rush Attempts,8,0,33,2038,8,31
Rush Attempts,8,1,32,2056,8,11
Rush Attempts,8,2,29,2054,8,16
Rush Attempts,8,3,28,2056,8,22
Rush Attempts,8,4,27,2048,8,22
Rush Attempts,8,5,24,2029,8,20
Rush Attempts,8,6,24,2052,8,14
Rush Attempts,8,7,24,2052,8,19
Rush Attempts,8,8,23,2052,8,12
Rush Attempts,8,9,22,2051,8,2
Rush Attempts,8,10,22,2056,8,28
Rush Attempts,8,11,18,2038,8,22
Rush Attempts,8,12,18,2069,8,28
Rush Attempts,8,13,17,2033,8,14
Rush Attempts,8,14,16,2068,8,3
Rush Attempts,8,15,12,2051,8,19
Points Scored,9,0,41,2047,9,29
Points Scored,9,1,41,2067,9,4
Points Scored,9,2,40,2031,9,4
Points Scored,9,3,31,2061,9,18
Points Scored,9,4,30,2032,9,4
Points Scored,9,5,29,2047,9,25
Points Scored,9,6,27,2032,9,24
Points Scored,9,7,26,2054,9,24
Points Scored,9,8,24,2024,9,25
Points Scored,9,9,24,2053,9,1
Points Scored,9,10,23,2030,9,1
Points Scored,9,11,23,2047,9,19
Points Scored,9,12,22,2039,9,10
Points Scored,9,13,22,2061,9,20
Points Scored,9,14,20,2031,9,15
Points Scored,9,15,20,2061,9,21
Points Scored,9,16,19,2030,9,25
Points Scored,9,17,19,2031,9,26
Points Scored,9,18,19,2032,9,26
Points Scored,9,19,17,2037,9,4
Points Scored,9,20,17,2038,9,4
Points Scored,9,21,17,2052,9,1
Points Scored,9,22,17,2054,9,27
Points Scored,9,23,17,2068,9,27
Points Scored,9,24,16,2025,9,7
Points Scored,9,25,16,2068,9,29
Points Scored,9,26,13,2055,9,7
Points Scored,9,27,9,2037,9,24
Points Scored,9,28,8,2067,9,10
Points Scored,9,29,7,2060,9,21
Points Scored,9,30,7,2065,9,24
Points Scored,9,31,3,2037,9,16
Points Allowed,9,0,0,2068,9,29
Points Allowed,9,1,6,2037,9,24
Points Allowed,9,2,7,2031,9,4
Points Allowed,9,3,7,2037,9,4
Points Allowed,9,4,10,2061,9,21
Points Allowed,9,5,12,2047,9,19
Points Allowed,9,6,13,2031,9,15
Points Allowed,9,7,13,2065,9,24
Points Allowed,9,8,14,2047,9,25
Points Allowed,9,9,14,2054,9,24
Points Allowed,9,10,16,2067,9,10
Points Allowed,9,11,17,2047,9,29
Points Allowed,9,12,20,2030,9,25
Points Allowed,9,13,20,2038,9,4
Points Allowed,9,14,21,2030,9,1
Points Allowed,9,15,21,2032,9,24
Points Allowed,9,16,21,2054,9,27
Points Allowed,9,17,21,2060,9,21
Points Allowed,9,18,22,2032,9,26
Points Allowed,9,19,24,2025,9,7
Points Allowed,9,20,24,2031,9,26
Points Allowed,9,21,24,2032,9,4
Points Allowed,9,22,24,2055,9,7
Points Allowed,9,23,24,2067,9,4
Points Allowed,9,24,27,2039,9,10
Points Allowed,9,25,27,2052,9,1
Points Allowed,9,26,27,2068,9,27
Points Allowed,9,27,28,2061,9,18
Points Allowed,9,28,37,2053,9,1
Points Allowed,9,29,37,2061,9,20
Points Allowed,9,30,40,2024,9,25
Points Allowed,9,31,40,2037,9,16
Passing Yards,9,0,358,2032,9,4
Passing Yards,9,1,353,2031,9,4
Passing Yards,9,2,336,2030,9,25
Passing Yards,9,3,331,2052,9,1
Passing Yards,9,4,296,2061,9,20
Passing Yards,9,5,294,2061,9,18
Passing Yards,9,6,287,2067,9,4
Passing Yards,9,7,273,2068,9,29
Passing Yards,9,8,271,2039,9,10
Passing Yards,9,9,269,2030,9,1
Passing Yards,9,10,268,2031,9,26
Passing Yards,9,11,267,2047,9,25
Passing Yards,9,12,265,2032,9,26
Passing Yards,9,13,251,2031,9,15
Passing Yards,9,14,251,2053,9,1
Passing Yards,9,15,251,2068,9,27
Passing Yards,9,16,240,2024,9,25
Passing Yards,9,17,230,2054,9,27
Passing Yards,9,18,224,2032,9,24
Passing Yards,9,19,213,2038,9,4
Passing Yards,9,20,206,2054,9,24
Passing Yards,9,21,204,2037,9,24
Passing Yards,9,22,201,2060,9,21
Passing Yards,9,23,197,2047,9,19
Passing Yards,9,24,196,2055,9,7
Passing Yards,9,25,184,2047,9,29
Passing Yards,9,26,183,2065,9,24
Passing Yards,9,27,175,2025,9,7
Passing Yards,9,28,150,2067,9,10
Passing Yards,9,29,146,2037,9,4
Passing Yards,9,30,144,2037,9,16
Passing Yards,9,31,121,2061,9,21
Passing Yards Allowed,9,0,102,2031,9,4
Passing Yards Allowed,9,1,108,2037,9,24
Passing Yards Allowed,9,2,144,2065,9,24
Passing Yards Allowed,9,3,148,2060,9,21
Passing Yards Allowed,9,4,154,2047,9,19
Passing Yards Allowed,9,5,163,2054,9,27
Passing Yards Allowed,9,6,171,2025,9,7
Passing Yards Allowed,9,7,174,2067,9,4
Passing Yards Allowed,9,8,176,2054,9,24
Passing Yards Allowed,9,9,178,2030,9,25
Passing Yards Allowed,9,10,180,2047,9,29
Passing Yards Allowed,9,11,185,2068,9,27
Passing Yards Allowed,9,12,192,2039,9,10
Passing Yards Allowed,9,13,194,2037,9,4
Passing Yards Allowed,9,14,199,2031,9,15
Passing Yards Allowed,9,15,201,2038,9,4
Passing Yards Allowed,9,16,204,2067,9,10
Passing Yards Allowed,9,17,214,2068,9,29
Passing Yards Allowed,9,18,228,2024,9,25
Passing Yards Allowed,9,19,242,2061,9,21
Passing Yards Allowed,9,20,248,2030,9,1
Passing Yards Allowed,9,21,256,2061,9,20
Passing Yards Allowed,9,22,261,2031,9,26
Passing Yards Allowed,9,23,267,2037,9,16
Passing Yards Allowed,9,24,276,2053,9,1
Passing Yards Allowed,9,25,279,2032,9,26
Passing Yards Allowed,9,26,282,2047,9,25
Passing Yards Allowed,9,27,287,2055,9,7
Passing Yards Allowed,9,28,300,2061,9,18
Passing Yards Allowed,9,29,304,2052,9,1
Passing Yards Allowed,9,30,315,2032,9,24
Passing Yards Allowed,9,31,336,2032,9,4
Rushing Yards,9,0,253,2061,9,18
Rushing Yards,9,1,188,2067,9,4
Rushing Yards,9,2,186,2037,9,4
Rushing Yards,9,3,173,2068,9,29
Rushing Yards,9,4,150,2039,9,10
Rushing Yards,9,5,146,2032,9,26
Rushing Yards,9,6,144,2032,9,4
Rushing Yards,9,7,142,2047,9,29
Rushing Yards,9,8,140,2054,9,24
Rushing Yards,9,9,137,2038,9,4
Rushing Yards,9,10,137,2068,9,27
Rushing Yards,9,11,124,2047,9,19
Rushing Yards,9,12,118,2024,9,25
Rushing Yards,9,13,118,2037,9,16
Rushing Yards,9,14,115,2031,9,4
Rushing Yards,9,15,114,2047,9,25
Rushing Yards,9,16,112,2025,9,7
Rushing Yards,9,17,104,2031,9,26
Rushing Yards,9,18,99,2054,9,27
Rushing Yards,9,19,98,2053,9,1
Rushing Yards,9,20,93,2030,9,25
Rushing Yards,9,21,82,2055,9,7
Rushing Yards,9,22,81,2030,9,1
Rushing Yards,9,23,80,2037,9,24
Rushing Yards,9,24,77,2031,9,15
Rushing Yards,9,25,76,2067,9,10
Rushing Yards,9,26,75,2032,9,24
Rushing Yards,9,27,68,2060,9,21
Rushing Yards,9,28,61,2065,9,24
Rushing Yards,9,29,56,2061,9,20
Rushing Yards,9,30,53,2061,9,21
Rushing Yards,9,31,52,2052,9,1
Rushing Yards Allowed,9,0,32,2047,9,29
Rushing Yards Allowed,9,1,58,2031,9,4
Rushing Yards Allowed,9,2,61,2032,9,24
Rushing Yards Allowed,9,3,61,2055,9,7
Rushing Yards Allowed,9,4,62,2031,9,15
Rushing Yards Allowed,9,5,65,2068,9,29
Rushing Yards Allowed,9,6,72,2047,9,25
Rushing Yards Allowed,9,7,81,2032,9,26
Rushing Yards Allowed,9,8,81,2061,9,18
Rushing Yards Allowed,9,9,83,2052,9,1
Rushing Yards Allowed,9,10,90,2030,9,1
Rushing Yards Allowed,9,11,90,2068,9,27
Rushing Yards Allowed,9,12,94,2037,9,4
Rushing Yards Allowed,9,13,96,2054,9,24
Rushing Yards Allowed,9,14,98,2037,9,16
Rushing Yards Allowed,9,15,101,2038,9,4
Rushing Yards Allowed,9,16,104,2032,9,4
Rushing Yards Allowed,9,17,108,2065,9,24
Rushing Yards Allowed,9,18,110,2030,9,25
Rushing Yards Allowed,9,19,111,2061,9,21
Rushing Yards Allowed,9,20,127,2060,9,21
Rushing Yards Allowed,9,21,128,2061,9,20
Rushing Yards Allowed,9,22,136,2067,9,10
Rushing Yards Allowed,9,23,145,2039,9,10
Rushing Yards Allowed,9,24,148,2025,9,7
Rushing Yards Allowed,9,25,150,2031,9,26
Rushing Yards Allowed,9,26,150,2054,9,27
Rushing Yards Allowed,9,27,158,2067,9,4
Rushing Yards Allowed,9,28,167,2053,9,1
Rushing Yards Allowed,9,29,174,2047,9,19
Rushing Yards Allowed,9,30,176,2037,9,24
Rushing Yards Allowed,9,31,193,2024,9,25
Total Yards,9,0,542,2061,9,18
Total Yards,9,1,498,2032,9,4
Total Yards,9,2,469,2067,9,4
Total Yards,9,3,459,2031,9,4
Total Yards,9,4,428,2068,9,29
Total Yards,9,5,407,2039,9,10
Total Yards,9,6,399,2030,9,25
Total Yards,9,7,394,2032,9,26
Total Yards,9,8,360,2031,9,26
Total Yards,9,9,353,2068,9,27
Total Yards,9,10,346,2047,9,25
Total Yards,9,11,343,2024,9,25
Total Yards,9,12,343,2061,9,20
Total Yards,9,13,342,2052,9,1
Total Yards,9,14,340,2054,9,24
Total Yards,9,15,333,2038,9,4
Total Yards,9,16,331,2030,9,1
Total Yards,9,17,330,2053,9,1
Total Yards,9,18,321,2047,9,19
Total Yards,9,19,317,2031,9,15
Total Yards,9,20,311,2047,9,29
Total Yards,9,21,309,2037,9,4
Total Yards,9,22,309,2054,9,27
Total Yards,9,23,277,2025,9,7
Total Yards,9,24,275,2037,9,24
Total Yards,9,25,271,2032,9,24
Total Yards,9,26,264,2060,9,21
Total Yards,9,27,262,2055,9,7
Total Yards,9,28,232,2037,9,16
Total Yards,9,29,229,2065,9,24
Total Yards,9,30,208,2067,9,10
Total Yards,9,31,156,2061,9,21
Total Yards Allowed,9,0,138,2031,9,4
Total Yards Allowed,9,1,196,2047,9,29
Total Yards Allowed,9,2,224,2065,9,24
Total Yards Allowed,9,3,237,2037,9,24
Total Yards Allowed,9,4,241,2031,9,15
Total Yards Allowed,9,5,254,2068,9,27
Total Yards Allowed,9,6,255,2054,9,24
Total Yards Allowed,9,7,264,2068,9,29
Total Yards Allowed,9,8,275,2060,9,21
Total Yards Allowed,9,9,280,2030,9,25
Total Yards Allowed,9,10,280,2037,9,4
Total Yards Allowed,9,11,301,2067,9,4
Total Yards Allowed,9,12,302,2038,9,4
Total Yards Allowed,9,13,307,2047,9,19
Total Yards Allowed,9,14,307,2054,9,27
Total Yards Allowed,9,15,312,2030,9,1
Total Yards Allowed,9,16,314,2025,9,7
Total Yards Allowed,9,17,335,2055,9,7
Total Yards Allowed,9,18,337,2039,9,10
Total Yards Allowed,9,19,340,2067,9,10
Total Yards Allowed,9,20,343,2032,9,26
Total Yards Allowed,9,21,344,2061,9,21
Total Yards Allowed,9,22,349,2047,9,25
Total Yards Allowed,9,23,351,2032,9,24
Total Yards Allowed,9,24,361,2037,9,16
Total Yards Allowed,9,25,368,2061,9,20
Total Yards Allowed,9,26,380,2061,9,18
Total Yards Allowed,9,27,384,2052,9,1
Total Yards Allowed,9,28,399,2024,9,25
Total Yards Allowed,9,29,399,2031,9,26
Total Yards Allowed,9,30,424,2032,9,4
Total Yards Allowed,9,31,428,2053,9,1
Pass Attempts,9,0,47,2031,9,15
Pass Attempts,9,1,47,2032,9,26
Pass Attempts,9,2,46,2030,9,25
Pass Attempts,9,3,44,2039,9,10
Pass Attempts,9,4,44,2052,9,1
Pass Attempts,9,5,43,2068,9,27
Pass Attempts,9,6,42,2060,9,21
Pass Attempts,9,7,42,2061,9,20
Pass Attempts,9,8,40,2031,9,4
Pass Attempts,9,9,40,2054,9,24
Pass Attempts,9,10,39,2032,9,4
Pass Attempts,9,11,39,2068,9,29
Pass Attempts,9,12,37,2024,9,25
Pass Attempts,9,13,37,2030,9,1
Pass Attempts,9,14,37,2031,9,26
Pass Attempts,9,15,37,2067,9,4
Pass Attempts,9,16,36,2047,9,25
Pass Attempts,9,17,36,2061,9,18
Pass Attempts,9,18,35,2032,9,24
Pass Attempts,9,19,34,2037,9,4
Pass Attempts,9,20,34,2047,9,19
Pass Attempts,9,21,34,2053,9,1
Pass Attempts,9,22,34,2054,9,27
Pass Attempts,9,23,34,2065,9,24
Pass Attempts,9,24,32,2055,9,7
Pass Attempts,9,25,30,2037,9,16
Pass Attempts,9,26,29,2037,9,24
Pass Attempts,9,27,29,2038,9,4
Pass Attempts,9,28,26,2025,9,7
Pass Attempts,9,29,25,2061,9,21
Pass Attempts,9,30,25,2067,9,10
Pass Attempts,9,31,23,2047,9,29
Rush Attempts,9,0,45,2047,9,29
Rush Attempts,9,1,41,2037,9,4
Rush Attempts,9,2,40,2067,9,4
Rush Attempts,9,3,37,2054,9,24
Rush Attempts,9,4,37,2068,9,29
Rush Attempts,9,5,36,2061,9,18
Rush Attempts,9,6,33,2054,9,27
Rush Attempts,9,7,32,2031,9,4
Rush Attempts,9,8,31,2031,9,15
Rush Attempts,9,9,29,2025,9,7
Rush Attempts,9,10,29,2030,9,1
Rush Attempts,9,11,29,2047,9,25
Rush Attempts,9,12,29,2061,9,21
Rush Attempts,9,13,28,2032,9,4
Rush Attempts,9,14,28,2032,9,26
Rush Attempts,9,15,28,2047,9,19
Rush Attempts,9,16,27,2032,9,24
Rush Attempts,9,17,27,2038,9,4
Rush Attempts,9,18,25,2055,9,7
Rush Attempts,9,19,24,2024,9,25
Rush Attempts,9,20,24,2031,9,26
Rush Attempts,9,21,24,2037,9,16
Rush Attempts,9,22,24,2053,9,1
Rush Attempts,9,23,24,2067,9,10
Rush Attempts,9,24,22,2068,9,27
Rush Attempts,9,25,21,2060,9,21
Rush Attempts,9,26,20,2037,9,24
Rush Attempts,9,27,20,2039,9,10
Rush Attempts,9,28,19,2030,9,25
Rush Attempts,9,29,19,2061,9,20
Rush Attempts,9,30,18,2052,9,1
Rush Attempts,9,31,15,2065,9,24
Points Scored,10,0,49,2068,10,27
Points Scored,10,1,45,2063,10,18
Points Scored,10,2,43,2023,10,26
Points Scored,10,3,40,2064,10,21
Points Scored,10,4,38,2063,10,6
Points Scored,10,5,37,2063,10,25
Points Scored,10,6,37,2064,10,0
Points Scored,10,7,36,2062,10,0
Points Scored,10,8,35,2066,10,3
Points Scored,10,9,34,2029,10,18
Points Scored,10,10,34,2048,10,0
Points Scored,10,11,31,2035,10,0
Points Scored,10,12,31,2035,10,26
Points Scored,10,13,31,2035,10,1
Points Scored,10,14,31,2055,10,7
Points Scored,10,15,31,2064,10,19
Points Scored,10,16,31,2065,10,13
Points Scored,10,17,30,2065,10,18
Points Scored,10,18,30,2066,10,25
Points Scored,10,19,29,2062,10,14
Points Scored,10,20,27,2034,10,15
Points Scored,10,21,27,2036,10,0
Points Scored,10,22,27,2036,10,24
Points Scored,10,23,27,2039,10,9
Points Scored,10,24,27,2039,10,17
Points Scored,10,25,27,2069,10,2
Points Scored,10,26,26,2026,10,25
Points Scored,10,27,26,2066,10,18
Points Scored,10,28,26,2069,10,4
Points Scored,10,29,24,2065,10,24
Points Scored,10,30,24,2069,10,27
Points Scored,10,31,23,2020,10,24
Points Scored,10,32,23,2067,10,15
Points Scored,10,33,22,2029,10,25
Points Scored,10,34,22,2049,10,29
Points Scored,10,35,22,2062,10,21
Points Scored,10,36,21,2068,10,11
Points Scored,10,37,20,2057,10,25
Points Scored,10,38,19,2026,10,26
Points Scored,10,39,17,2037,10,4
Points Scored,10,40,17,2069,10,21
Points Scored,10,41,16,2067,10,9
Points Scored,10,42,16,2068,10,25
Points Scored,10,43,13,2023,10,25
Points Scored,10,44,13,2043,10,7
Points Scored,10,45,13,2045,10,21
Points Scored,10,46,10,2035,10,20
Points Scored,10,47,10,2036,10,4
Points Scored,10,48,7,2025,10,1
Points Scored,10,49,7,2048,10,4
Points Scored,10,50,6,2027,10,7
Points Scored,10,51,6,2029,10,15
Points Scored,10,52,3,2028,10,18
Points Scored,10,53,3,2039,10,29
Points Allowed,10,0,0,2036,10,24
Points Allowed,10,1,3,2035,10,1
Points Allowed,10,2,3,2064,10,21
Points Allowed,10,3,3,2064,10,19
Points Allowed,10,4,6,2036,10,0
Points Allowed,10,5,7,2066,10,25
Points Allowed,10,6,8,2067,10,9
Points Allowed,10,7,10,2026,10,25
Points Allowed,10,8,10,2068,10,11
Points Allowed,10,9,12,2063,10,25
Points Allowed,10,10,13,2027,10,7
Points Allowed,10,11,13,2028,10,18
Points Allowed,10,12,13,2063,10,18
Points Allowed,10,13,13,2065,10,18
Points Allowed,10,14,13,2068,10,25
Points Allowed,10,15,15,2035,10,20
Points Allowed,10,16,15,2069,10,4
Points Allowed,10,17,16,2069,10,21
Points Allowed,10,18,17,2039,10,17
Points Allowed,10,19,17,2062,10,21
Points Allowed,10,20,17,2064,10,0
Points Allowed,10,21,20,2023,10,26
Points Allowed,10,22,20,2029,10,25
Points Allowed,10,23,20,2043,10,7
Points Allowed,10,24,20,2069,10,27
Points Allowed,10,25,21,2025,10,1
Points Allowed,10,26,21,2066,10,18
Points Allowed,10,27,22,2026,10,26
Points Allowed,10,28,22,2029,10,15
Points Allowed,10,29,22,2039,10,9
Points Allowed,10,30,22,2065,10,24
Points Allowed,10,31,22,2069,10,2
Points Allowed,10,32,23,2057,10,25
Points Allowed,10,33,24,2035,10,0
Points Allowed,10,34,24,2035,10,26
Points Allowed,10,35,24,2037,10,4
Points Allowed,10,36,24,2048,10,4
Points Allowed,10,37,24,2062,10,0
Points Allowed,10,38,24,2062,10,14
Points Allowed,10,39,25,2049,10,29
Points Allowed,10,40,26,2067,10,15
Points Allowed,10,41,27,2048,10,0
Points Allowed,10,42,28,2029,10,18
Points Allowed,10,43,28,2065,10,13
Points Allowed,10,44,28,2066,10,3
Points Allowed,10,45,29,2039,10,29
Points Allowed,10,46,30,2020,10,24
Points Allowed,10,47,30,2063,10,6
Points Allowed,10,48,31,2068,10,27
Points Allowed,10,49,33,2034,10,15
Points Allowed,10,50,38,2023,10,25
Points Allowed,10,51,38,2055,10,7
Points Allowed,10,52,39,2036,10,4
Points Allowed,10,53,43,2045,10,21
Passing Yards,10,0,387,2037,10,4
Passing Yards,10,1,345,2065,10,13
Passing Yards,10,2,330,2068,10,27
Passing Yards,10,3,327,2063,10,18
Passing Yards,10,4,327,2064,10,21
Passing Yards,10,5,324,2035,10,1
Passing Yards,10,6,316,2066,10,25
Passing Yards,10,7,307,2066,10,3
Passing Yards,10,8,302,2062,10,0
Passing Yards,10,9,300,2066,10,18
Passing Yards,10,10,290,2063,10,25
Passing Yards,10,11,287,2029,10,25
Passing Yards,10,12,283,2036,10,24
Passing Yards,10,13,282,2055,10,7
Passing Yards,10,14,277,2035,10,26
Passing Yards,10,15,269,2062,10,14
Passing Yards,10,16,266,2029,10,18
Passing Yards,10,17,264,2020,10,24
Passing Yards,10,18,263,2062,10,21
Passing Yards,10,19,262,2026,10,26
Passing Yards,10,20,258,2023,10,26
Passing Yards,10,21,251,2023,10,25
Passing Yards,10,22,238,2068,10,11
Passing Yards,10,23,234,2035,10,0
Passing Yards,10,24,229,2036,10,0
Passing Yards,10,25,227,2043,10,7
Passing Yards,10,26,226,2029,10,15
Passing Yards,10,27,226,2036,10,4
Passing Yards,10,28,225,2049,10,29
Passing Yards,10,29,222,2067,10,15
Passing Yards,10,30,220,2064,10,19
Passing Yards,10,31,219,2039,10,29
Passing Yards,10,32,218,2064,10,0
Passing Yards,10,33,214,2065,10,18
Passing Yards,10,34,213,2057,10,25
Passing Yards,10,35,204,2067,10,9
Passing Yards,10,36,204,2069,10,2
Passing Yards,10,37,202,2069,10,27
Passing Yards,10,38,201,2025,10,1
Passing Yards,10,39,200,2063,10,6
Passing Yards,10,40,198,2034,10,15
Passing Yards,10,41,197,2039,10,17
Passing Yards,10,42,193,2048,10,4
Passing Yards,10,43,192,2039,10,9
Passing Yards,10,44,191,2069,10,4
Passing Yards,10,45,174,2048,10,0
Passing Yards,10,46,165,2068,10,25
Passing Yards,10,47,164,2069,10,21
Passing Yards,10,48,143,2027,10,7
Passing Yards,10,49,143,2035,10,20
Passing Yards,10,50,142,2045,10,21
Passing Yards,10,51,134,2026,10,25
Passing Yards,10,52,128,2065,10,24
Passing Yards,10,53,123,2028,10,18
Passing Yards Allowed,10,0,52,2035,10,1
Passing Yards Allowed,10,1,110,2036,10,24
Passing Yards Allowed,10,2,127,2064,10,21
Passing Yards Allowed,10,3,150,2067,10,9
Passing Yards Allowed,10,4,151,2029,10,15
Passing Yards Allowed,10,5,163,2048,10,4
Passing Yards Allowed,10,6,169,2055,10,7
Passing Yards Allowed,10,7,173,2025,10,1
Passing Yards Allowed,10,8,174,2063,10,18
Passing Yards Allowed,10,9,175,2063,10,25
Passing Yards Allowed,10,10,185,2067,10,15
Passing Yards Allowed,10,11,189,2068,10,11
Passing Yards Allowed,10,12,191,2026,10,25
Passing Yards Allowed,10,13,195,2027,10,7
Passing Yards Allowed,10,14,196,2068,10,25
Passing Yards Allowed,10,15,198,2029,10,25
Passing Yards Allowed,10,16,202,2069,10,2
Passing Yards Allowed,10,17,203,2023,10,25
Passing Yards Allowed,10,18,204,2039,10,17
Passing Yards Allowed,10,19,204,2069,10,21
Passing Yards Allowed,10,20,210,2069,10,4
Passing Yards Allowed,10,21,218,2049,10,29
Passing Yards Allowed,10,22,218,2065,10,24
Passing Yards Allowed,10,23,227,2034,10,15
Passing Yards Allowed,10,24,227,2065,10,18
Passing Yards Allowed,10,25,229,2057,10,25
Passing Yards Allowed,10,26,232,2064,10,19
Passing Yards Allowed,10,27,235,2066,10,18
Passing Yards Allowed,10,28,239,2035,10,20
Passing Yards Allowed,10,29,248,2039,10,29
Passing Yards Allowed,10,30,253,2020,10,24
Passing Yards Allowed,10,31,263,2026,10,26
Passing Yards Allowed,10,32,267,2066,10,25
Passing Yards Allowed,10,33,271,2039,10,9
Passing Yards Allowed,10,34,274,2062,10,21
Passing Yards Allowed,10,35,276,2036,10,0
Passing Yards Allowed,10,36,287,2036,10,4
Passing Yards Allowed,10,37,289,2043,10,7
Passing Yards Allowed,10,38,292,2037,10,4
Passing Yards Allowed,10,39,293,2069,10,27
Passing Yards Allowed,10,40,295,2028,10,18
Passing Yards Allowed,10,41,298,2062,10,0
Passing Yards Allowed,10,42,301,2048,10,0
Passing Yards Allowed,10,43,305,2064,10,0
Passing Yards Allowed,10,44,311,2062,10,14
Passing Yards Allowed,10,45,312,2029,10,18
Passing Yards Allowed,10,46,328,2023,10,26
Passing Yards Allowed,10,47,328,2045,10,21
Passing Yards Allowed,10,48,333,2065,10,13
Passing Yards Allowed,10,49,348,2035,10,26
Passing Yards Allowed,10,50,360,2035,10,0
Passing Yards Allowed,10,51,380,2063,10,6
Passing Yards Allowed,10,52,399,2066,10,3
Passing Yards Allowed,10,53,431,2068,10,27
Rushing Yards,10,0,264,2036,10,0
Rushing Yards,10,1,235,2023,10,26
Rushing Yards,10,2,192,2062,10,0
Rushing Yards,10,3,188,2026,10,25
Rushing Yards,10,4,185,2063,10,25
Rushing Yards,10,5,182,2065,10,18
Rushing Yards,10,6,172,2069,10,27
Rushing Yards,10,7,171,2063,10,6
Rushing Yards,10,8,171,2068,10,27
Rushing Yards,10,9,170,2063,10,18
Rushing Yards,10,10,155,2039,10,17
Rushing Yards,10,11,153,2069,10,4
Rushing Yards,10,12,152,2029,10,18
Rushing Yards,10,13,150,2066,10,25
Rushing Yards,10,14,147,2069,10,21
Rushing Yards,10,15,145,2039,10,9
Rushing Yards,10,16,144,2029,10,25
Rushing Yards,10,17,143,2068,10,25
Rushing Yards,10,18,141,2049,10,29
Rushing Yards,10,19,137,2066,10,3
Rushing Yards,10,20,136,2066,10,18
Rushing Yards,10,21,136,2067,10,9
Rushing Yards,10,22,136,2068,10,11
Rushing Yards,10,23,134,2048,10,0
Rushing Yards,10,24,133,2035,10,26
Rushing Yards,10,25,132,2029,10,15
Rushing Yards,10,26,125,2023,10,25
Rushing Yards,10,27,124,2026,10,26
Rushing Yards,10,28,117,2069,10,2
Rushing Yards,10,29,116,2035,10,1
Rushing Yards,10,30,116,2064,10,21
Rushing Yards,10,31,116,2065,10,24
Rushing Yards,10,32,112,2025,10,1
Rushing Yards,10,33,109,2064,10,19
