Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Yards from Scrimmage,2,28,6644,95,2029,2,19
Yards from Scrimmage,2,29,29228,94,2054,2,11
Yards from Scrimmage,2,30,1781,92,2023,2,16
Yards from Scrimmage,2,31,1786,92,2023,2,16
Yards from Scrimmage,2,32,15944,92,2044,2,28
Yards from Scrimmage,2,33,39270,91,2069,2,19
Yards from Scrimmage,2,34,34267,90,2059,2,28
Yards from Scrimmage,2,35,38399,89,2065,2,23
Yards from Scrimmage,2,36,26890,88,2051,2,8
Yards from Scrimmage,2,37,14971,87,2043,2,15
Yards from Scrimmage,2,38,39270,86,2069,2,10
Yards from Scrimmage,2,39,41143,85,2069,2,19
Yards from Scrimmage,2,40,16617,84,2039,2,12
Yards from Scrimmage,2,41,32499,84,2058,2,20
Yards from Scrimmage,2,42,13442,83,2039,2,12
Yards from Scrimmage,2,43,16617,83,2043,2,23
Yards from Scrimmage,2,44,19906,82,2042,2,19
Yards from Scrimmage,2,45,13442,81,2036,2,11
Yards from Scrimmage,2,46,14205,81,2043,2,12
Yards from Scrimmage,2,47,20119,81,2046,2,5
Yards from Scrimmage,2,48,31696,80,2059,2,28
Yards from Scrimmage,2,49,38522,80,2069,2,10
Yards from Scrimmage,2,50,1355,78,2027,2,11
Yards from Scrimmage,2,51,5139,77,2032,2,13
Yards from Scrimmage,2,52,1772,76,2023,2,11
Yards from Scrimmage,2,53,1143,76,2028,2,11
Yards from Scrimmage,2,54,8419,76,2028,2,11
Yards from Scrimmage,2,55,19906,75,2043,2,23
Yards from Scrimmage,2,56,28537,75,2052,2,19
Yards from Scrimmage,2,57,26742,75,2054,2,11
Yards from Scrimmage,2,58,1772,74,2023,2,21
Yards from Scrimmage,2,59,13442,74,2034,2,11
Yards from Scrimmage,2,60,29221,74,2057,2,20
Yards from Scrimmage,2,61,39270,74,2067,2,6
Yards from Scrimmage,2,62,15944,73,2044,2,7
Yards from Scrimmage,2,63,14205,71,2044,2,6
Yards from Scrimmage,2,64,28537,71,2051,2,8
Yards from Scrimmage,2,65,30966,70,2058,2,20
Yards from Scrimmage,2,66,16617,69,2045,2,19
Yards from Scrimmage,2,67,16617,68,2044,2,28
Yards from Scrimmage,2,68,18450,68,2046,2,5
Yards from Scrimmage,2,69,38522,67,2063,2,13
Yards from Scrimmage,2,70,2665,66,2023,2,16
Yards from Scrimmage,2,71,5891,66,2029,2,19
Yards from Scrimmage,2,72,8322,66,2032,2,28
Yards from Scrimmage,2,73,39270,66,2069,2,13
Yards from Scrimmage,2,74,18450,65,2043,2,23
Yards from Scrimmage,2,75,20119,65,2046,2,20
Yards from Scrimmage,2,76,22681,65,2052,2,19
Yards from Scrimmage,2,77,29228,65,2055,2,11
Yards from Scrimmage,2,78,4946,64,2027,2,11
Yards from Scrimmage,2,79,5891,63,2027,2,13
Yards from Scrimmage,2,80,18450,63,2044,2,6
Yards from Scrimmage,2,81,29295,63,2058,2,22
Yards from Scrimmage,2,82,34327,63,2069,2,10
Yards from Scrimmage,2,83,14205,62,2044,2,28
Yards from Scrimmage,2,84,22479,62,2046,2,19
Yards from Scrimmage,2,85,35910,62,2060,2,31
Yards from Scrimmage,2,86,38522,62,2069,2,13
Yards from Scrimmage,2,87,1772,61,2023,2,12
Yards from Scrimmage,2,88,10049,61,2036,2,11
Yards from Scrimmage,2,89,30966,61,2055,2,11
Yards from Scrimmage,2,90,15944,60,2039,2,12
Yards from Scrimmage,2,91,14971,59,2043,2,23
Yards from Scrimmage,2,92,33574,59,2058,2,20
Yards from Scrimmage,2,93,15944,58,2045,2,19
Yards from Scrimmage,2,94,26742,58,2055,2,20
Yards from Scrimmage,2,95,34195,58,2067,2,6
Yards from Scrimmage,2,96,18450,57,2044,2,16
Yards from Scrimmage,2,97,20119,57,2046,2,19
Yards from Scrimmage,2,98,26037,57,2055,2,11
Yards from Scrimmage,2,99,4946,56,2027,2,13
All-Purpose Yards,2,0,22479,213,2046,2,20
All-Purpose Yards,2,1,1355,192,2025,2,16
All-Purpose Yards,2,2,26037,191,2055,2,20
All-Purpose Yards,2,3,13442,188,2036,2,11
All-Purpose Yards,2,4,13442,181,2039,2,12
All-Purpose Yards,2,5,8322,162,2030,2,11
All-Purpose Yards,2,6,3510,159,2023,2,12
All-Purpose Yards,2,7,1549,158,2025,2,11
All-Purpose Yards,2,8,36892,156,2063,2,3
All-Purpose Yards,2,9,30966,151,2055,2,30
All-Purpose Yards,2,10,26037,150,2055,2,7
All-Purpose Yards,2,11,23320,146,2051,2,8
All-Purpose Yards,2,12,35910,146,2060,2,31
All-Purpose Yards,2,13,43570,144,2069,2,19
All-Purpose Yards,2,14,8322,143,2027,2,13
All-Purpose Yards,2,15,1549,139,2025,2,16
All-Purpose Yards,2,16,1355,138,2026,2,14
All-Purpose Yards,2,17,29228,131,2055,2,30
All-Purpose Yards,2,18,1355,130,2029,2,19
All-Purpose Yards,2,19,1786,126,2023,2,21
All-Purpose Yards,2,20,13442,126,2034,2,11
All-Purpose Yards,2,21,34386,121,2060,2,31
All-Purpose Yards,2,22,14205,118,2043,2,15
All-Purpose Yards,2,23,26037,118,2055,2,11
All-Purpose Yards,2,24,1143,115,2021,2,31
All-Purpose Yards,2,25,1781,114,2023,2,11
All-Purpose Yards,2,26,30656,112,2058,2,20
All-Purpose Yards,2,27,40921,111,2069,2,13
All-Purpose Yards,2,28,28537,110,2054,2,11
All-Purpose Yards,2,29,1781,109,2023,2,21
All-Purpose Yards,2,30,26742,107,2055,2,30
All-Purpose Yards,2,31,40921,105,2069,2,19
All-Purpose Yards,2,32,1786,104,2023,2,12
All-Purpose Yards,2,33,11596,104,2032,2,28
All-Purpose Yards,2,34,14205,102,2043,2,23
All-Purpose Yards,2,35,1355,98,2020,2,22
All-Purpose Yards,2,36,2665,98,2023,2,16
All-Purpose Yards,2,37,19906,98,2043,2,23
All-Purpose Yards,2,38,26742,98,2054,2,11
All-Purpose Yards,2,39,8322,97,2027,2,6
All-Purpose Yards,2,40,19906,97,2044,2,6
All-Purpose Yards,2,41,1355,96,2025,2,11
All-Purpose Yards,2,42,15944,96,2042,2,19
All-Purpose Yards,2,43,1012,95,2020,2,22
All-Purpose Yards,2,44,6644,95,2029,2,19
All-Purpose Yards,2,45,29228,94,2054,2,11
All-Purpose Yards,2,46,1781,92,2023,2,16
All-Purpose Yards,2,47,1786,92,2023,2,16
All-Purpose Yards,2,48,8322,92,2029,2,19
All-Purpose Yards,2,49,15944,92,2044,2,28
All-Purpose Yards,2,50,36892,92,2063,2,13
All-Purpose Yards,2,51,39270,91,2069,2,19
All-Purpose Yards,2,52,34267,90,2059,2,28
All-Purpose Yards,2,53,38399,89,2065,2,23
All-Purpose Yards,2,54,26890,88,2051,2,8
All-Purpose Yards,2,55,2958,87,2027,2,13
All-Purpose Yards,2,56,14971,87,2043,2,15
All-Purpose Yards,2,57,41143,87,2069,2,19
All-Purpose Yards,2,58,43570,86,2069,2,13
All-Purpose Yards,2,59,39270,86,2069,2,10
All-Purpose Yards,2,60,19906,85,2044,2,28
All-Purpose Yards,2,61,26622,85,2055,2,7
All-Purpose Yards,2,62,16617,84,2039,2,12
All-Purpose Yards,2,63,32499,84,2058,2,20
All-Purpose Yards,2,64,16617,83,2043,2,23
All-Purpose Yards,2,65,34422,83,2065,2,23
All-Purpose Yards,2,66,19906,82,2042,2,19
All-Purpose Yards,2,67,23343,82,2051,2,8
All-Purpose Yards,2,68,14205,81,2043,2,12
All-Purpose Yards,2,69,20119,81,2046,2,5
All-Purpose Yards,2,70,31696,80,2059,2,28
All-Purpose Yards,2,71,38522,80,2069,2,10
All-Purpose Yards,2,72,1355,78,2027,2,11
All-Purpose Yards,2,73,5139,77,2032,2,13
All-Purpose Yards,2,74,1772,76,2023,2,11
All-Purpose Yards,2,75,1143,76,2028,2,11
All-Purpose Yards,2,76,8419,76,2028,2,11
All-Purpose Yards,2,77,28537,75,2052,2,19
All-Purpose Yards,2,78,1772,74,2023,2,21
All-Purpose Yards,2,79,1024,74,2026,2,14
All-Purpose Yards,2,80,29221,74,2057,2,20
All-Purpose Yards,2,81,39270,74,2067,2,6
All-Purpose Yards,2,82,34327,74,2069,2,10
All-Purpose Yards,2,83,15944,73,2044,2,7
All-Purpose Yards,2,84,3510,72,2023,2,21
All-Purpose Yards,2,85,11709,72,2032,2,28
All-Purpose Yards,2,86,26742,72,2055,2,7
All-Purpose Yards,2,87,14205,71,2044,2,6
All-Purpose Yards,2,88,21500,71,2044,2,7
All-Purpose Yards,2,89,28537,71,2051,2,8
All-Purpose Yards,2,90,30966,70,2058,2,20
All-Purpose Yards,2,91,16617,69,2045,2,19
All-Purpose Yards,2,92,26859,69,2057,2,20
All-Purpose Yards,2,93,1997,68,2023,2,12
All-Purpose Yards,2,94,16617,68,2044,2,28
All-Purpose Yards,2,95,18450,68,2046,2,5
All-Purpose Yards,2,96,22479,68,2046,2,5
All-Purpose Yards,2,97,9779,67,2032,2,28
All-Purpose Yards,2,98,35200,67,2059,2,28
All-Purpose Yards,2,99,38522,67,2063,2,13
Quarterback Rating,3,0,26635,1375,2056,3,12
Quarterback Rating,3,1,1010,1325,2031,3,30
Quarterback Rating,3,2,1010,1211,2032,3,31
Quarterback Rating,3,3,30799,1208,2066,3,31
Quarterback Rating,3,4,26635,1170,2056,3,28
Quarterback Rating,3,5,1010,1122,2023,3,13
Quarterback Rating,3,6,1010,1107,2028,3,19
Quarterback Rating,3,7,30799,1061,2066,3,10
Quarterback Rating,3,8,30799,1026,2066,3,23
Quarterback Rating,3,9,18207,1025,2049,3,13
Quarterback Rating,3,10,16552,1002,2048,3,16
Quarterback Rating,3,11,30815,993,2068,3,8
Quarterback Rating,3,12,29971,986,2057,3,14
Quarterback Rating,3,13,1010,985,2032,3,13
Quarterback Rating,3,14,30799,968,2065,3,13
Quarterback Rating,3,15,30799,967,2065,3,31
Quarterback Rating,3,16,30815,954,2068,3,23
Quarterback Rating,3,17,26635,893,2057,3,28
Quarterback Rating,3,18,1010,874,2032,3,11
Quarterback Rating,3,19,1010,862,2027,3,16
Quarterback Rating,3,20,26635,846,2057,3,6
Quarterback Rating,3,21,20704,790,2050,3,13
Quarterback Rating,3,22,1010,740,2021,3,13
Quarterback Rating,3,23,1010,732,2031,3,12
Quarterback Rating,3,24,1010,724,2022,3,11
Quarterback Rating,3,25,1010,697,2024,3,28
Quarterback Rating,3,26,18207,697,2049,3,20
Quarterback Rating,3,27,30799,616,2063,3,2
Quarterback Rating,3,28,1010,610,2023,3,11
Quarterback Rating,3,29,26635,584,2057,3,29
Quarterback Rating,3,30,30815,575,2068,3,11
Quarterback Rating,3,31,30799,537,2064,3,13
Quarterback Rating,3,32,18207,509,2049,3,31
Quarterback Rating,3,33,1010,459,2031,3,28
Quarterback Rating,3,34,1010,418,2027,3,6
Pass Attempts,3,0,1010,52,2021,3,13
Pass Attempts,3,1,1010,52,2024,3,28
Pass Attempts,3,2,26635,47,2057,3,28
Pass Attempts,3,3,30799,47,2063,3,2
Pass Attempts,3,4,1010,46,2031,3,28
Pass Attempts,3,5,30815,45,2068,3,11
Pass Attempts,3,6,30799,44,2066,3,10
Pass Attempts,3,7,26635,43,2056,3,28
Pass Attempts,3,8,1010,42,2028,3,19
Pass Attempts,3,9,20704,42,2050,3,13
Pass Attempts,3,10,30799,42,2064,3,13
Pass Attempts,3,11,1010,41,2023,3,11
Pass Attempts,3,12,1010,41,2031,3,12
Pass Attempts,3,13,18207,41,2049,3,13
Pass Attempts,3,14,18207,41,2049,3,31
Pass Attempts,3,15,1010,40,2032,3,13
Pass Attempts,3,16,26635,40,2057,3,29
Pass Attempts,3,17,30799,39,2065,3,31
Pass Attempts,3,18,30799,39,2065,3,13
Pass Attempts,3,19,30815,39,2068,3,8
Pass Attempts,3,20,1010,37,2023,3,13
Pass Attempts,3,21,30815,36,2068,3,23
Pass Attempts,3,22,1010,35,2022,3,11
Pass Attempts,3,23,1010,33,2027,3,16
Pass Attempts,3,24,26635,31,2057,3,6
Pass Attempts,3,25,1010,30,2027,3,6
Pass Attempts,3,26,30799,30,2066,3,23
Pass Attempts,3,27,1010,29,2032,3,11
Pass Attempts,3,28,1010,28,2032,3,31
Pass Attempts,3,29,29971,28,2057,3,14
Pass Attempts,3,30,30799,28,2066,3,31
Pass Attempts,3,31,18207,27,2049,3,20
Pass Attempts,3,32,1010,26,2031,3,30
Pass Attempts,3,33,16552,26,2048,3,16
Pass Attempts,3,34,26635,26,2056,3,12
Pass Attempts,3,35,29971,8,2056,3,12
Pass Completions,3,0,1010,34,2021,3,13
Pass Completions,3,1,1010,34,2024,3,28
Pass Completions,3,2,30799,33,2066,3,10
Pass Completions,3,3,18207,30,2049,3,13
Pass Completions,3,4,26635,30,2056,3,28
Pass Completions,3,5,1010,29,2028,3,19
Pass Completions,3,6,26635,29,2057,3,28
Pass Completions,3,7,1010,27,2032,3,13
Pass Completions,3,8,30799,27,2063,3,2
Pass Completions,3,9,30815,27,2068,3,11
Pass Completions,3,10,1010,26,2023,3,13
Pass Completions,3,11,18207,26,2049,3,31
Pass Completions,3,12,30799,25,2065,3,13
Pass Completions,3,13,1010,24,2023,3,11
Pass Completions,3,14,1010,24,2027,3,16
Pass Completions,3,15,1010,24,2031,3,28
Pass Completions,3,16,30799,24,2065,3,31
Pass Completions,3,17,30815,24,2068,3,8
Pass Completions,3,18,20704,23,2050,3,13
Pass Completions,3,19,1010,22,2022,3,11
Pass Completions,3,20,1010,22,2031,3,12
Pass Completions,3,21,30799,22,2064,3,13
Pass Completions,3,22,30799,22,2066,3,31
Pass Completions,3,23,30815,22,2068,3,23
Pass Completions,3,24,16552,21,2048,3,16
Pass Completions,3,25,30799,21,2066,3,23
Pass Completions,3,26,1010,20,2032,3,31
Pass Completions,3,27,26635,20,2056,3,12
Pass Completions,3,28,26635,19,2057,3,6
Pass Completions,3,29,1010,18,2031,3,30
Pass Completions,3,30,1010,18,2032,3,11
Pass Completions,3,31,26635,18,2057,3,29
Pass Completions,3,32,29971,17,2057,3,14
Pass Completions,3,33,1010,15,2027,3,6
Pass Completions,3,34,18207,14,2049,3,20
Pass Completions,3,35,29971,7,2056,3,12
Completion Percentage,3,0,16552,808,2048,3,16
Completion Percentage,3,1,30799,786,2066,3,31
Completion Percentage,3,2,26635,769,2056,3,12
Completion Percentage,3,3,30799,750,2066,3,10
Completion Percentage,3,4,18207,732,2049,3,13
Completion Percentage,3,5,1010,727,2027,3,16
Completion Percentage,3,6,1010,714,2032,3,31
Completion Percentage,3,7,1010,703,2023,3,13
Completion Percentage,3,8,30799,700,2066,3,23
Completion Percentage,3,9,26635,698,2056,3,28
Completion Percentage,3,10,1010,692,2031,3,30
Completion Percentage,3,11,1010,690,2028,3,19
Completion Percentage,3,12,1010,675,2032,3,13
Completion Percentage,3,13,1010,654,2021,3,13
Completion Percentage,3,14,1010,654,2024,3,28
Completion Percentage,3,15,30799,641,2065,3,13
Completion Percentage,3,16,18207,634,2049,3,31
Completion Percentage,3,17,1010,629,2022,3,11
Completion Percentage,3,18,1010,621,2032,3,11
Completion Percentage,3,19,26635,617,2057,3,28
Completion Percentage,3,20,30799,615,2065,3,31
Completion Percentage,3,21,30815,615,2068,3,8
Completion Percentage,3,22,26635,613,2057,3,6
Completion Percentage,3,23,30815,611,2068,3,23
Completion Percentage,3,24,29971,607,2057,3,14
Completion Percentage,3,25,30815,600,2068,3,11
Completion Percentage,3,26,1010,585,2023,3,11
Completion Percentage,3,27,30799,574,2063,3,2
Completion Percentage,3,28,20704,548,2050,3,13
Completion Percentage,3,29,1010,537,2031,3,12
Completion Percentage,3,30,30799,524,2064,3,13
Completion Percentage,3,31,1010,522,2031,3,28
Completion Percentage,3,32,18207,519,2049,3,20
Completion Percentage,3,33,1010,500,2027,3,6
Completion Percentage,3,34,26635,450,2057,3,29
Passing Yards,3,0,30799,399,2066,3,10
Passing Yards,3,1,26635,346,2056,3,28
Passing Yards,3,2,26635,324,2057,3,28
Passing Yards,3,3,1010,318,2021,3,13
Passing Yards,3,4,1010,306,2032,3,13
Passing Yards,3,5,1010,298,2023,3,13
Passing Yards,3,6,30815,287,2068,3,23
Passing Yards,3,7,1010,284,2024,3,28
Passing Yards,3,8,1010,275,2028,3,19
Passing Yards,3,9,18207,271,2049,3,31
Passing Yards,3,10,30815,271,2068,3,8
Passing Yards,3,11,30799,266,2065,3,13
Passing Yards,3,12,1010,260,2032,3,31
Passing Yards,3,13,30815,259,2068,3,11
Passing Yards,3,14,20704,255,2050,3,13
Passing Yards,3,15,26635,254,2057,3,6
Passing Yards,3,16,18207,248,2049,3,13
Passing Yards,3,17,30799,246,2065,3,31
Passing Yards,3,18,30799,231,2063,3,2
Passing Yards,3,19,29971,229,2057,3,14
Passing Yards,3,20,30799,224,2066,3,23
Passing Yards,3,21,1010,214,2031,3,30
Passing Yards,3,22,1010,206,2027,3,16
Passing Yards,3,23,26635,205,2056,3,12
Passing Yards,3,24,1010,204,2031,3,28
Passing Yards,3,25,30799,204,2066,3,31
Passing Yards,3,26,1010,200,2023,3,11
Passing Yards,3,27,30799,200,2064,3,13
Passing Yards,3,28,1010,186,2027,3,6
Passing Yards,3,29,26635,181,2057,3,29
Passing Yards,3,30,1010,180,2031,3,12
Passing Yards,3,31,18207,178,2049,3,20
Passing Yards,3,32,1010,154,2032,3,11
Passing Yards,3,33,1010,151,2022,3,11
Passing Yards,3,34,16552,149,2048,3,16
Passing Yards,3,35,29971,57,2056,3,12
Yards per Pass Attempt,3,0,1010,929,2032,3,31
Yards per Pass Attempt,3,1,30799,907,2066,3,10
Yards per Pass Attempt,3,2,1010,823,2031,3,30
Yards per Pass Attempt,3,3,26635,819,2057,3,6
Yards per Pass Attempt,3,4,29971,818,2057,3,14
Yards per Pass Attempt,3,5,1010,805,2023,3,13
Yards per Pass Attempt,3,6,26635,805,2056,3,28
Yards per Pass Attempt,3,7,30815,797,2068,3,23
Yards per Pass Attempt,3,8,26635,788,2056,3,12
Yards per Pass Attempt,3,9,1010,765,2032,3,13
Yards per Pass Attempt,3,10,30799,747,2066,3,23
Yards per Pass Attempt,3,11,30799,729,2066,3,31
Yards per Pass Attempt,3,12,30815,695,2068,3,8
Yards per Pass Attempt,3,13,26635,689,2057,3,28
Yards per Pass Attempt,3,14,30799,682,2065,3,13
Yards per Pass Attempt,3,15,18207,661,2049,3,31
Yards per Pass Attempt,3,16,18207,659,2049,3,20
Yards per Pass Attempt,3,17,1010,655,2028,3,19
Yards per Pass Attempt,3,18,30799,631,2065,3,31
Yards per Pass Attempt,3,19,1010,624,2027,3,16
Yards per Pass Attempt,3,20,1010,620,2027,3,6
Yards per Pass Attempt,3,21,1010,612,2021,3,13
Yards per Pass Attempt,3,22,20704,607,2050,3,13
Yards per Pass Attempt,3,23,18207,605,2049,3,13
Yards per Pass Attempt,3,24,30815,576,2068,3,11
Yards per Pass Attempt,3,25,16552,573,2048,3,16
Yards per Pass Attempt,3,26,1010,546,2024,3,28
Yards per Pass Attempt,3,27,1010,531,2032,3,11
Yards per Pass Attempt,3,28,30799,491,2063,3,2
Yards per Pass Attempt,3,29,1010,488,2023,3,11
Yards per Pass Attempt,3,30,30799,476,2064,3,13
Yards per Pass Attempt,3,31,26635,453,2057,3,29
Yards per Pass Attempt,3,32,1010,443,2031,3,28
Yards per Pass Attempt,3,33,1010,439,2031,3,12
Yards per Pass Attempt,3,34,1010,431,2022,3,11
Passing Touchdowns,3,0,30799,4,2065,3,13
Passing Touchdowns,3,1,1010,3,2028,3,19
Passing Touchdowns,3,2,1010,3,2031,3,30
Passing Touchdowns,3,3,1010,3,2032,3,31
Passing Touchdowns,3,4,18207,3,2049,3,13
Passing Touchdowns,3,5,26635,3,2056,3,12
Passing Touchdowns,3,6,26635,3,2056,3,28
Passing Touchdowns,3,7,30799,3,2066,3,10
Passing Touchdowns,3,8,1010,2,2023,3,13
Passing Touchdowns,3,9,16552,2,2048,3,16
Passing Touchdowns,3,10,20704,2,2050,3,13
Passing Touchdowns,3,11,30799,2,2065,3,31
Passing Touchdowns,3,12,30799,2,2066,3,31
Passing Touchdowns,3,13,30815,2,2068,3,8
Passing Touchdowns,3,14,1010,1,2024,3,28
Passing Touchdowns,3,15,1010,1,2027,3,16
Passing Touchdowns,3,16,1010,1,2031,3,12
Passing Touchdowns,3,17,1010,1,2032,3,11
Passing Touchdowns,3,18,1010,1,2032,3,13
Passing Touchdowns,3,19,18207,1,2049,3,20
Passing Touchdowns,3,20,18207,1,2049,3,31
Passing Touchdowns,3,21,26635,1,2057,3,6
Passing Touchdowns,3,22,29971,1,2057,3,14
Passing Touchdowns,3,23,26635,1,2057,3,28
Passing Touchdowns,3,24,30799,1,2064,3,13
Passing Touchdowns,3,25,30799,1,2066,3,23
Passing Touchdowns,3,26,30815,1,2068,3,23
Times Sacked,3,0,26635,5,2056,3,28
Times Sacked,3,1,1010,4,2021,3,13
Times Sacked,3,2,1010,4,2022,3,11
Times Sacked,3,3,1010,4,2032,3,31
Times Sacked,3,4,30799,4,2066,3,23
Times Sacked,3,5,1010,3,2031,3,28
Times Sacked,3,6,1010,3,2032,3,13
Times Sacked,3,7,26635,3,2057,3,6
Times Sacked,3,8,29971,3,2057,3,14
Times Sacked,3,9,26635,3,2057,3,28
Times Sacked,3,10,26635,3,2057,3,29
Times Sacked,3,11,1010,2,2023,3,13
Times Sacked,3,12,1010,2,2023,3,11
Times Sacked,3,13,1010,2,2024,3,28
Times Sacked,3,14,1010,2,2031,3,12
Times Sacked,3,15,18207,2,2049,3,31
Times Sacked,3,16,20704,2,2050,3,13
Times Sacked,3,17,30799,2,2063,3,2
Times Sacked,3,18,30815,2,2068,3,8
Times Sacked,3,19,30815,2,2068,3,23
Times Sacked,3,20,30815,2,2068,3,11
Times Sacked,3,21,1010,1,2028,3,19
Times Sacked,3,22,1010,1,2031,3,30
Times Sacked,3,23,1010,1,2032,3,11
Times Sacked,3,24,16552,1,2048,3,16
Times Sacked,3,25,18207,1,2049,3,13
Times Sacked,3,26,26635,1,2056,3,12
Times Sacked,3,27,30799,1,2065,3,31
Times Sacked,3,28,30799,1,2066,3,10
Rushing Attempts,3,0,8299,32,2032,3,31
Rushing Attempts,3,1,36718,26,2066,3,23
Rushing Attempts,3,2,36718,23,2065,3,31
Rushing Attempts,3,3,8299,22,2032,3,11
Rushing Attempts,3,4,8299,21,2031,3,30
Rushing Attempts,3,5,8299,20,2027,3,16
Rushing Attempts,3,6,30829,20,2056,3,28
Rushing Attempts,3,7,8299,19,2028,3,19
Rushing Attempts,3,8,25852,19,2049,3,13
Rushing Attempts,3,9,8299,18,2031,3,12
Rushing Attempts,3,10,32506,18,2056,3,12
Rushing Attempts,3,11,32506,18,2057,3,29
Rushing Attempts,3,12,32506,17,2057,3,6
Rushing Attempts,3,13,36718,17,2066,3,31
Rushing Attempts,3,14,8299,16,2032,3,13
Rushing Attempts,3,15,24168,16,2049,3,20
Rushing Attempts,3,16,4159,15,2023,3,13
Rushing Attempts,3,17,25017,15,2050,3,13
Rushing Attempts,3,18,8299,14,2031,3,28
Rushing Attempts,3,19,36718,14,2063,3,2
Rushing Attempts,3,20,40078,14,2066,3,23
Rushing Attempts,3,21,1582,13,2022,3,11
Rushing Attempts,3,22,8299,13,2027,3,6
Rushing Attempts,3,23,24168,13,2048,3,16
Rushing Attempts,3,24,25852,13,2049,3,31
Rushing Attempts,3,25,30829,13,2056,3,12
Rushing Attempts,3,26,36718,13,2064,3,13
Rushing Attempts,3,27,36718,13,2065,3,13
Rushing Attempts,3,28,34240,13,2068,3,8
Rushing Attempts,3,29,34240,13,2068,3,23
Rushing Attempts,3,30,25867,12,2048,3,16
Rushing Attempts,3,31,32506,12,2057,3,28
Rushing Attempts,3,32,1582,11,2021,3,13
Rushing Attempts,3,33,4159,11,2024,3,28
Rushing Attempts,3,34,29971,11,2057,3,14
Rushing Attempts,3,35,31689,11,2057,3,14
Rushing Attempts,3,36,30815,11,2068,3,8
Rushing Attempts,3,37,34240,11,2068,3,11
Rushing Attempts,3,38,25852,10,2049,3,20
Rushing Attempts,3,39,32506,10,2057,3,14
Rushing Attempts,3,40,36718,10,2066,3,10
Rushing Attempts,3,41,4159,9,2023,3,11
Rushing Attempts,3,42,1951,8,2023,3,13
Rushing Attempts,3,43,31689,8,2057,3,29
Rushing Attempts,3,44,40078,8,2066,3,31
Rushing Attempts,3,45,1951,7,2021,3,13
Rushing Attempts,3,46,1010,7,2024,3,28
Rushing Attempts,3,47,1010,7,2032,3,11
Rushing Attempts,3,48,24168,7,2049,3,13
Rushing Attempts,3,49,32506,7,2063,3,2
Rushing Attempts,3,50,40096,7,2068,3,23
Rushing Attempts,3,51,5789,6,2027,3,16
Rushing Attempts,3,52,24168,6,2049,3,31
Rushing Attempts,3,53,26635,6,2057,3,28
Rushing Attempts,3,54,31689,6,2057,3,28
Rushing Attempts,3,55,35887,6,2065,3,31
Rushing Attempts,3,56,40078,6,2065,3,31
Rushing Attempts,3,57,40096,6,2068,3,8
Rushing Attempts,3,58,1010,5,2023,3,13
Rushing Attempts,3,59,1939,5,2023,3,13
Rushing Attempts,3,60,1951,5,2023,3,11
Rushing Attempts,3,61,1452,5,2024,3,28
Rushing Attempts,3,62,1010,5,2027,3,6
Rushing Attempts,3,63,10732,5,2031,3,12
Rushing Attempts,3,64,24168,5,2050,3,13
Rushing Attempts,3,65,40078,5,2066,3,10
Rushing Attempts,3,66,42623,5,2068,3,23
Rushing Attempts,3,67,4159,4,2022,3,11
Rushing Attempts,3,68,5789,4,2027,3,6
Rushing Attempts,3,69,1010,4,2028,3,19
Rushing Attempts,3,70,10732,4,2031,3,28
Rushing Attempts,3,71,16552,4,2048,3,16
Rushing Attempts,3,72,26635,4,2057,3,29
Rushing Attempts,3,73,1010,3,2021,3,13
Rushing Attempts,3,74,1010,3,2022,3,11
Rushing Attempts,3,75,1010,3,2027,3,16
Rushing Attempts,3,76,2512,3,2027,3,16
Rushing Attempts,3,77,2512,3,2027,3,6
Rushing Attempts,3,78,1010,3,2032,3,31
Rushing Attempts,3,79,10732,3,2032,3,31
Rushing Attempts,3,80,1010,3,2032,3,13
Rushing Attempts,3,81,9951,3,2032,3,13
Rushing Attempts,3,82,26635,3,2057,3,6
Rushing Attempts,3,83,30799,3,2064,3,13
Rushing Attempts,3,84,33390,3,2064,3,13
Rushing Attempts,3,85,35878,3,2064,3,13
Rushing Attempts,3,86,30799,3,2065,3,13
Rushing Attempts,3,87,42623,3,2068,3,8
Rushing Attempts,3,88,30815,3,2068,3,11
Rushing Attempts,3,89,40096,3,2068,3,11
Rushing Attempts,3,90,863,2,2021,3,13
Rushing Attempts,3,91,1951,2,2022,3,11
Rushing Attempts,3,92,5808,2,2024,3,28
Rushing Attempts,3,93,5789,2,2028,3,19
Rushing Attempts,3,94,1010,2,2031,3,12
Rushing Attempts,3,95,8424,2,2032,3,31
Rushing Attempts,3,96,9951,2,2032,3,31
Rushing Attempts,3,97,26005,2,2048,3,16
Rushing Attempts,3,98,25875,2,2049,3,20
Rushing Attempts,3,99,25875,2,2049,3,13
Rushing Yards,3,0,36718,219,2066,3,23
Rushing Yards,3,1,8299,144,2032,3,11
Rushing Yards,3,2,8299,137,2032,3,31
Rushing Yards,3,3,32506,122,2057,3,29
Rushing Yards,3,4,36718,114,2066,3,31
Rushing Yards,3,5,8299,101,2027,3,16
Rushing Yards,3,6,32506,97,2056,3,12
Rushing Yards,3,7,4159,92,2023,3,11
Rushing Yards,3,8,32506,90,2057,3,28
Rushing Yards,3,9,8299,85,2031,3,12
Rushing Yards,3,10,36718,85,2065,3,31
Rushing Yards,3,11,25867,84,2048,3,16
Rushing Yards,3,12,8299,80,2027,3,6
