Year,Team,Playoff_Performance,Average_Attendance,Percent_of_Capacity_(of_1000),TV_Contract_(all_money_is_in_thousands),Ticket_Revenue,Suite_Revenue,Salary_Cost,Bonuses,Concessions,Parking,Advertising,Staff_Cost,Maintenance,Stadium_Payments,Overall_Performance,Franchise_Value,Profit,Season_Tickets_Sold,Capacity,Top_Quarterback,Top_Rusher,Top_Receiver,Top_Tackler,Coach,Quarterback_Passing_Yardage,Rusher_Yardage,Receiver_Yardage,Tackles
2060,26,None,52900,801,162960,94320,29510,201940,201200,1870,3810,31410,54960,14500,0,5,1666260,-148720,47600,66000,29157,34226,30172,29111,994,2590,696,612,92
2060,27,None,21700,273,162960,64820,45810,137150,203200,4040,2710,21000,50410,10570,0,12,1617370,-99990,20500,79200,25816,34240,33538,36411,432,4528,831,703,87
2060,28,Division,64400,1000,162960,197210,87400,126300,228140,21110,15790,75600,37440,20590,0,57,2688840,147600,61600,64400,26666,35066,35066,32406,496,4002,1109,707,95
2060,29,Conference,77200,892,162960,127740,49960,224260,114260,16010,9270,34310,32520,20150,0,44,1918850,9060,55900,86500,28331,30866,34405,31569,792,4055,788,1079,113
2060,30,None,30600,400,162960,84730,37600,116920,284680,3960,3110,23920,28560,12080,0,5,1625520,-125960,28700,76400,28285,35084,30999,32295,542,3703,631,873,85
2060,31,Division,63900,950,162960,188540,103340,124140,193230,17650,7670,56320,33630,17480,0,55,2208100,168000,50900,67200,23289,35088,32664,27250,594,3481,1055,809,99
2059,0,Wild Card,52100,694,160600,159520,83280,149850,143520,27480,8690,38620,28530,15750,0,59,2240370,149200,41000,75000,28292,34228,28513,33913,657,3929,722,1007,117
2059,1,Wild Card,66600,951,160600,187000,63810,200380,144590,18540,8060,48870,36300,21890,75160,46,2513390,8560,52100,70000,30815,30074,33555,30621,599,3898,676,913,98
2059,2,Wild Card,74400,997,160600,318890,164520,182140,208260,59120,25030,104550,60520,15890,0,89,3236090,365900,68600,74600,24120,31696,29295,33058,865,3788,857,645,96
2059,3,None,75800,953,160600,226990,124820,200430,230320,22350,13060,59710,45660,19230,0,44,2360820,111890,63100,79500,30799,31701,30974,32202,502,3173,579,670,111
2059,4,Champion,74600,989,160600,340790,124090,183370,174140,39720,17790,72070,57420,19340,0,85,2802470,320790,64100,75400,26651,32519,34359,34771,913,4028,1115,1140,116
2059,5,None,35700,585,160600,79280,49560,196110,136680,2670,3180,24520,30620,12480,48700,14,1682280,-104780,30400,61000,35046,34271,32661,29783,686,1900,719,871,66
2059,6,None,64500,961,160600,243540,110770,170560,273370,26710,15830,71600,54300,16830,0,55,2866710,113990,54000,67100,31619,31686,30962,29805,551,1987,757,955,143
2059,7,Conference,61600,991,160600,233300,71550,206860,111950,19180,11390,70090,50480,20310,0,53,2063710,176510,55600,62100,31583,31691,28556,30572,570,3014,869,969,106
2059,8,None,43200,563,160600,92170,45860,173920,213750,11950,5830,25960,41720,15310,0,12,1786670,-102330,36400,76600,23275,31661,32679,34142,365,2263,854,638,104
2059,9,None,74300,910,160600,193190,85650,188300,222230,30870,12170,53470,78420,21150,0,39,2673990,25850,61800,81600,25787,34230,33499,30752,507,3758,612,923,110
2059,10,None,76500,998,160600,273220,134280,246070,79140,25920,14670,88350,56340,16860,0,62,2545510,298630,73000,76600,35058,29240,29367,28958,761,3541,687,1343,107
2059,11,Wild Card,59200,998,160600,271350,80160,127740,270660,25950,12020,81030,43890,17800,0,63,2866710,171020,53200,59300,26658,31671,34398,33984,799,2625,982,901,100
2059,12,Division,78000,998,160600,296080,157310,186150,217220,65500,26870,113810,61130,15390,0,85,3228060,340280,77800,78100,29141,30857,34382,30630,956,3617,907,1153,82
2059,13,Division,83400,982,160600,212020,140050,132280,232890,39330,17340,56250,41720,21460,0,71,2641870,197240,69300,84900,30004,33376,29341,33240,825,3115,617,523,98
2059,14,Conference,62100,1000,160600,199800,148680,130240,304880,23000,8190,69970,44210,20000,0,63,2698080,110910,56100,62100,29127,33357,30184,33914,700,3572,696,965,129
2059,15,Division,57500,998,160600,209400,210650,202030,93930,28110,13010,89960,64770,16080,0,83,2786410,334920,53800,57600,25798,31677,33504,34819,771,3417,996,1157,95
2059,16,None,64500,887,160600,166370,64690,197820,105990,16910,10220,52660,61540,16070,0,44,2192190,90030,52700,72700,27452,29226,28437,28040,662,2738,1414,584,102
2059,17,None,51600,1000,160600,212300,142560,119560,220430,22830,10750,81700,35910,19680,0,48,2641870,235160,48400,51600,22443,30861,33520,28989,594,3540,415,716,128
2059,18,None,74800,957,160600,222840,121150,169900,164340,31300,14030,72530,90720,13970,0,43,2376880,183520,63800,78100,30812,30070,30175,30542,561,2364,688,597,93
2059,19,None,57500,998,160600,251710,134400,201830,244910,40040,17500,108890,112670,14240,0,48,3011250,139490,55100,57600,33339,35096,32665,33277,656,2958,858,605,98
2059,20,None,50400,994,160600,137260,74520,183640,173550,5730,6470,53550,48680,19450,0,37,2232340,12810,45100,50700,26676,31644,30211,28043,466,2665,887,1101,89
2059,21,None,62500,890,160600,140700,56430,92370,218060,10340,2750,39910,28140,16980,0,43,1879020,55180,48100,70200,34178,28388,33558,29951,688,1609,975,498,119
2059,22,None,65900,1000,160600,234910,190400,91820,299390,30630,13720,82320,51980,20290,0,57,2890800,249100,62700,65900,27497,34253,33537,34988,595,2026,793,1570,113
2059,23,None,63200,850,160600,142230,64010,112360,280420,23530,13950,55180,49730,15500,0,32,2248400,1490,52800,74300,31635,34245,29384,34972,764,2392,905,942,94
2059,24,None,78500,971,160600,167310,157110,146540,297550,51480,5440,63770,38520,19810,108780,48,3123670,-5490,68000,80800,29969,30873,29333,34857,443,3624,1418,910,95
2059,25,None,86200,998,160600,244490,159580,189590,152770,44800,16340,85930,94030,20970,0,67,2850650,254380,85000,86300,32439,30847,30202,32195,644,3423,681,1002,96
2059,26,None,57800,875,160600,99110,32430,162550,173900,2130,4270,33740,29200,14790,0,21,1734480,-48160,50300,66000,30777,34226,30971,29111,751,1892,714,932,107
2059,27,None,36100,515,160600,80000,33240,123110,292960,12030,5970,41690,35920,18780,63600,20,2095830,-200840,31600,70000,25816,34240,30196,29094,432,3732,1212,998,85
2059,28,Won Conference,64400,1000,160600,220870,91750,117870,237110,20960,15680,76280,42190,20280,0,61,2754290,168690,61900,64400,26666,35066,33531,32406,496,2971,1032,547,88
2059,29,Division,74200,857,160600,111720,46230,223110,157290,13830,8000,33860,30010,19610,0,43,1911140,-55780,55900,86500,28331,32534,34405,33055,792,3914,1522,1394,83
2059,30,None,33300,435,160600,89400,37310,112980,307240,4270,3290,25000,41680,11680,0,10,1698340,-153710,30700,76400,28285,30856,28465,34790,542,3242,628,654,104
2059,31,None,62300,927,160600,171970,98370,116110,333370,16340,7230,54060,31390,16760,0,35,2103860,10940,49700,67200,23289,33382,31800,27250,332,2798,556,1180,110
2058,0,Wild Card,51300,684,158240,142440,79880,112640,303980,25760,8280,37630,44100,15140,0,41,2041290,-14970,39800,75000,28292,34228,30953,33913,657,3593,1177,772,124
2058,1,Wild Card,64000,914,158240,181220,59400,159080,263840,17360,7550,46830,33170,21210,75160,31,2278650,-81860,50900,70000,30815,29228,29360,28053,599,3353,977,963,106
2058,2,Division,74000,991,158240,282980,140180,171990,248940,51600,21840,98300,59600,15200,0,76,3117320,257410,66300,74600,24120,29221,29295,31561,865,3100,959,906,105
2058,3,None,74700,939,158240,220240,123020,209090,138510,22020,12870,60770,45330,19080,0,48,1962170,185150,63800,79500,29971,31701,27598,25732,502,2533,941,496,94
2058,4,Won Conference,74300,985,158240,320950,112370,204260,130400,36730,16730,64640,43530,18120,0,79,2460630,313350,58900,75400,26651,32519,34359,29831,913,3897,1176,1079,96
2058,5,None,36500,598,158240,82570,51940,187220,154650,2770,3300,26340,34460,12540,48700,7,1594260,-112410,30800,61000,24947,32550,33480,26388,686,3558,735,866,89
2058,6,Wild Card,65500,976,158240,249580,115430,228230,96120,27150,16090,71990,56460,16690,0,71,2777110,240980,53800,67100,32461,32513,30962,29805,551,3649,460,935,119
2058,7,None,61800,995,158240,228250,72360,182460,234270,19230,11420,71260,51100,20150,0,41,2152060,72780,55900,62100,27497,31696,28513,29751,570,3576,636,670,109
2058,8,None,44500,580,158240,91510,47060,212240,184470,12180,5940,25870,24070,15050,0,15,1712940,-95030,36400,76600,23275,31661,32679,34142,609,3130,827,674,120
2058,9,None,76300,935,158240,200200,88820,182180,155610,31720,12500,55150,59250,21010,0,45,2697990,128580,64200,81600,25787,29205,33499,30752,764,3605,781,941,101
2058,10,None,76500,998,158240,275270,136160,253500,63810,25920,14670,88800,49440,16700,0,63,2531840,315610,74400,76600,30799,33351,29367,34001,761,3458,651,1280,120
2058,11,None,58800,991,158240,257830,78460,145150,338640,25230,11680,78940,95950,17290,0,33,2642600,13350,52700,59300,26658,29240,34398,30540,799,1844,630,951,122
2058,12,Champion,78000,998,158240,303260,147890,170840,143410,62280,25950,106080,141470,14720,0,85,2927440,333260,73800,78100,29141,30857,33573,29108,956,3474,1363,807,103
2058,13,None,84400,994,158240,204400,132610,110520,188000,37290,16190,57470,37580,21640,0,59,2508100,248460,71600,84900,30004,34245,29341,33240,825,1885,575,1006,118
2058,14,Division,62100,1000,158240,176660,126280,151530,250560,19480,7050,63980,42680,18640,0,62,2642600,88280,52600,62100,29127,33357,30184,33914,700,2716,1151,979,72
2058,15,Conference,57500,998,158240,210160,209280,190250,199770,27930,12930,89810,60270,15820,0,71,2595130,242240,53500,57600,25798,31677,33504,34819,771,3444,1134,842,86
2058,16,None,62500,859,158240,171370,63350,194720,94910,16520,9980,54810,80390,16070,0,34,2001730,88180,54500,72700,29998,29226,33527,31404,662,2549,1600,934,73
2058,17,None,51600,1000,158240,211780,143950,104800,256360,22830,10750,83900,31870,19520,0,56,2579310,218900,49000,51600,22443,30861,33520,33944,594,2601,510,942,122
2058,18,None,72600,929,158240,247190,140430,140660,248420,45940,19760,86700,22580,12620,0,46,2302390,273980,64500,78100,30812,31657,32594,28889,672,2233,717,665,114
2058,19,None,57500,998,158240,271340,143960,194520,122660,40960,17910,113160,32820,14430,0,62,2753370,381140,57300,57600,26674,30849,31023,32230,561,2087,645,703,108
2058,20,Wild Card,50500,996,158240,166280,94820,164070,208910,11150,8150,62240,41550,20120,0,54,2492280,66230,45400,50700,26676,28384,30211,29775,466,3795,878,1159,95
2058,21,Division,60500,861,158240,147710,58480,85440,313210,10680,5320,37850,24680,16340,0,38,1803930,-21390,46400,70200,27449,28388,29304,29951,688,3801,983,772,103
2058,22,Conference,65900,1000,158240,273440,221040,101210,290020,36030,16140,77840,35200,19730,0,86,2729640,336570,61800,65900,28314,29184,33537,33069,595,3948,749,1327,102
2058,23,None,62600,842,158240,139160,64670,94170,301750,23290,13810,55490,34030,15370,0,25,1954260,9340,52700,74300,31635,30856,27647,27388,542,4110,869,1264,100
2058,24,None,79000,977,158240,163000,151080,182090,186570,50420,5330,62560,43600,19180,108780,53,3148970,50410,65000,80800,29969,30873,29333,30547,443,2571,1607,741,128
2058,25,None,86300,1000,158240,240880,161700,162850,209840,44800,16340,87310,58140,20810,0,58,2729640,257630,85900,86300,30768,26690,27692,29942,365,3004,594,1514,120
2058,26,None,60500,916,158240,101930,36260,216230,141040,2300,4600,36160,31600,15070,0,23,1653600,-64450,52100,66000,25814,28377,29384,29111,751,3891,616,1255,87
2058,27,Division,37300,532,158240,83460,33250,116650,251010,12330,6120,41630,32810,18500,63600,25,1993820,-147540,31600,70000,25816,34240,30196,29899,432,4316,880,1190,80
2058,28,None,64400,1000,158240,185370,90800,123600,355640,20960,15680,77510,36370,20120,0,49,2856230,12830,62200,64400,26666,30026,30978,29758,496,4102,574,1360,92
2058,29,None,72800,841,158240,108080,43830,163190,180130,12580,7280,35770,27090,19890,0,27,1847450,-24520,58000,86500,28331,30866,34405,31569,792,2626,897,715,93
2058,30,None,34700,454,158240,95820,42720,132320,173730,6480,3690,27550,27530,11240,0,16,1598220,-10320,31600,76400,28285,33367,28465,31447,720,4139,548,901,94
2058,31,None,63300,941,158240,174470,100730,117100,289400,16460,7280,53220,30040,16480,0,41,2167880,57380,49100,67200,23289,29216,32664,27250,332,3298,570,1148,96
2057,0,None,53100,708,155880,139280,77870,123840,204170,25240,7980,40040,41900,15420,0,30,1917320,69620,43500,75000,28292,32521,30186,33913,656,3032,436,807,104
2057,1,None,62100,887,155880,162760,58510,217290,145480,15890,7020,44030,31560,20180,75160,35,2088790,-45580,49100,70000,29993,29228,29360,28053,599,2719,918,999,105
2057,2,Wild Card,73200,981,155880,262880,133160,183940,114070,48120,20700,91630,55140,14420,0,86,3039660,344800,63100,74600,24120,30835,29295,32274,865,3249,1025,678,103
2057,3,Won Conference,73800,928,155880,241970,121200,164290,159910,20710,12100,55490,61130,18020,0,57,1843280,204000,60000,79500,26635,32506,26005,32202,502,3277,1116,775,107
2057,4,None,72100,956,155880,248220,93980,153280,233960,30180,13520,65790,68350,17980,0,50,2345990,134000,61000,75400,26651,32519,25979,29831,913,3426,958,1030,121
2057,5,None,36700,601,155880,83600,52890,128610,238980,2860,3410,28580,42700,12770,48700,11,1601660,-144540,32900,61000,24947,29216,29338,28923,686,2850,807,841,88
2057,6,Wild Card,63900,952,155880,250820,116160,215980,130110,27870,16510,67630,55650,15830,0,65,2135550,217300,52200,67100,32461,31686,29332,29805,551,4080,658,880,134
2057,7,Division,61100,983,155880,227400,75020,200870,117870,19630,11860,66260,52580,19100,0,63,1995260,165630,53400,62100,27497,29222,28513,29812,570,2505,824,975,105
2057,8,None,43000,561,155880,88060,48690,211260,155380,11650,5680,25300,23740,14800,0,22,1597770,-69920,35400,76600,23275,31661,30178,34142,609,2738,747,796,96
2057,9,None,80400,985,155880,209460,98600,156300,242870,33940,13170,56850,60140,20870,0,53,2720100,87720,66400,81600,25787,29205,30998,29758,764,3912,831,939,105
2057,10,Division,76600,1000,155880,283990,144760,235010,168410,27480,15560,85140,63610,15940,0,75,2494080,229840,72300,76600,30799,30070,29367,32252,761,2700,807,1032,103
2057,11,None,59200,998,155880,264360,82440,184300,216020,25600,11850,82560,54730,17260,0,51,2642160,150380,54800,59300,26658,29240,32719,28908,662,2661,796,460,104
2057,12,None,78000,998,155880,260080,139500,200270,144110,57820,23720,110600,61380,14670,0,70,2860390,327170,76700,78100,23279,27548,26852,27227,799,3450,1023,973,115
2057,13,None,83800,987,155880,195730,132370,97790,383430,35970,15610,56850,37050,20870,0,52,2766870,53270,70900,84900,23263,30063,27667,31371,825,3814,1009,1077,117
2057,14,Division,61600,991,155880,171400,119680,151540,289250,18720,8140,59510,39470,17900,0,57,2229080,35170,51000,62100,29127,33357,30184,29773,700,3231,674,984,111
2057,15,None,57500,998,155880,187300,192940,144230,225750,25180,11650,90610,58900,15560,0,53,2509660,219120,53900,57600,25789,27552,30921,33927,771,2880,1157,915,84
2057,16,None,65900,906,155880,174700,69730,183300,136260,17870,10610,56290,42770,16080,0,35,1944600,106670,55800,72700,27452,29226,33542,29749,460,3837,1027,785,100
2057,17,Wild Card,51600,1000,155880,204060,144430,98920,269000,23430,11030,75510,31410,18080,0,69,2572020,196930,45700,51600,22443,31677,31774,29043,594,2888,1137,1265,99
2057,18,None,45100,795,155880,100240,47100,153360,231070,10550,5900,44000,27810,16460,179600,5,1925110,-244630,39100,56700,21549,31657,32594,27383,672,2543,798,727,103
2057,19,None,89700,997,155880,211020,92890,187610,170080,43230,16010,67700,31220,22740,199240,34,2595400,-24160,84100,89900,26674,26674,28537,33277,561,2682,502,619,97
2057,20,Division,50000,986,155880,154720,91290,203260,172100,10410,7740,58680,50630,19130,0,53,2174520,33600,44100,50700,26676,30847,30211,27306,466,3210,718,1105,106
2057,21,None,57900,824,155880,125490,54970,124370,340470,9290,4630,38620,24320,16220,0,21,1936800,-116500,47000,70200,27449,28388,28523,29951,688,3278,1079,861,114
2057,22,None,65900,1000,155880,235060,199900,112400,274670,30430,13630,81900,34690,19850,0,61,2610990,275190,64300,65900,29141,27537,28486,29786,595,3087,888,1063,122
2057,23,None,68400,920,155880,149070,67820,116540,251680,25240,14960,56820,33550,15120,0,43,1940700,52900,54000,74300,31635,31671,27647,26429,542,2818,903,1184,134
2057,24,None,77800,962,155880,158740,153060,168840,265120,48700,5150,61740,47330,18680,108780,46,2946130,-25480,65000,80800,29969,30873,29333,30547,443,1991,1534,1114,93
2057,25,Conference,86300,1000,155880,277700,188400,158870,201340,50910,18850,82740,57310,19850,0,83,2618780,337110,84500,86300,26642,31649,27692,29942,365,3610,416,1304,88
2057,26,Wild Card,63800,966,155880,117970,38480,205740,204430,2460,4850,36810,26560,14960,0,30,1656220,-95240,55200,66000,25798,32508,29384,29111,751,3537,520,1309,110
2057,27,None,37700,538,155880,81770,34750,135480,204540,12570,6230,43440,32350,18540,63600,25,1921220,-119870,33300,70000,25816,30043,29386,30564,432,2791,965,1347,93
2057,28,Conference,64400,1000,155880,220340,115320,159590,212750,25340,18950,80150,30670,20100,0,77,2844810,192870,63500,64400,26666,30026,30978,33144,496,4561,1004,1047,78
2057,29,Champion,71700,828,155880,131970,44810,180390,86290,11900,6880,33150,33210,18960,0,44,1675710,65740,55200,86500,28331,30866,31031,33055,792,3965,774,1140,74
2057,30,None,36700,480,155880,98200,45380,132720,296130,6780,3860,27370,27140,11010,0,27,1656220,-129530,31900,76400,28285,30061,25151,31447,720,3650,680,832,95
2057,31,None,62500,930,155880,163970,98930,131140,247770,15970,7060,53260,43340,16060,0,47,1995260,56760,49700,67200,23289,33382,32664,27250,332,4041,437,943,122
2056,0,Wild Card,53100,708,153520,143260,77260,157570,291490,24640,7790,39330,31170,14940,0,42,2172300,-40710,42800,75000,28292,29184,30186,26453,656,3156,733,612,102
2056,1,None,61300,875,153520,157430,57910,222190,76420,15930,6930,44890,31060,20040,75160,29,2103220,11740,50200,70000,29993,30859,29360,28053,599,2310,660,431,112
2056,2,None,73000,978,153520,261380,130500,123700,232570,47080,20250,90380,59900,14020,0,72,2832440,272920,63100,74600,24120,30835,28543,32274,449,2987,414,808,118
2056,3,Division,73200,920,153520,216870,123300,115670,206250,21470,12750,52630,59410,17270,0,57,1800020,181940,58200,79500,26635,30829,26005,25732,502,3959,621,811,77
2056,4,None,74700,990,153520,250910,97120,216950,165830,31050,13910,67210,55080,17710,0,52,2417940,158150,62200,75400,26651,32519,30219,33053,686,3294,1181,627,123
2056,5,Wild Card,43100,706,153520,101810,65400,173620,204150,3600,4280,28430,32690,12330,48700,33,1650340,-114450,32700,61000,24947,29216,30120,28100,432,3926,830,820,107
2056,6,None,64600,962,153520,240490,114130,182540,196090,26430,15400,70680,72800,15930,0,40,2141600,153290,55200,67100,32461,31686,30962,29805,551,3186,866,736,144
2056,7,Champion,62000,998,153520,290540,98570,204060,89130,23880,13960,77850,48940,20140,0,76,2510050,296050,60700,62100,27497,30026,28513,29812,399,4072,674,1068,147
2056,8,Conference,39700,518,153520,94380,52180,163890,219560,11370,5640,23550,34710,14390,0,35,1623470,-91910,33100,76600,23275,28366,32679,29744,609,3125,795,760,90
2056,9,None,80300,984,153520,209610,98000,184170,124230,33630,13050,56800,60170,20580,0,63,2678920,175460,66200,81600,25787,29205,30953,30752,764,2250,766,873,117
2056,10,None,76500,998,153520,261960,131380,222060,142720,24790,14030,84930,42410,15660,0,54,2548430,247760,72700,76600,30799,31691,29367,29859,332,3182,758,849,93
2056,11,Wild Card,59000,994,153520,258640,80270,208880,171590,24790,11480,78990,55100,16640,0,68,2855470,155480,53200,59300,26658,29240,27691,30540,662,2938,975,1105,113
2056,12,Wild Card,78100,1000,153520,256720,133970,174720,131760,54980,22900,105090,53020,14020,0,81,2924550,353660,74500,78100,23279,27548,26852,27227,799,3342,1213,955,103
2056,13,None,83100,978,153520,191990,133640,97360,285850,35890,15580,59000,65120,20890,0,48,2832440,120400,72100,84900,23263,31688,29341,31577,825,3059,526,697,106
2056,14,None,61400,988,153520,155690,114800,190620,117460,17100,7430,61750,39540,17910,0,49,2325820,144760,53000,62100,29127,28384,30184,26568,700,3857,750,1214,103
2056,15,None,57500,998,153520,188370,198100,139850,169150,25630,11670,92990,76940,15410,0,56,2748000,268930,55300,57600,25789,27552,25175,26506,771,3316,944,729,66
2056,16,None,66800,918,153520,167690,68010,158110,222900,17660,10490,55140,42120,15530,0,35,2087870,33850,55800,72700,27452,30054,28522,28903,460,3192,719,740,117
2056,17,Division,51500,998,153520,187740,128810,94490,330230,21550,10320,67240,29770,16780,0,65,2625190,97910,42500,51600,22443,31677,31774,28989,594,3275,1007,696,91
2056,18,None,47600,839,153520,105170,50510,132490,220490,11320,6220,45470,33200,16340,179600,22,2210680,-209910,40100,56700,29175,31657,25932,32195,672,1719,911,505,107
2056,19,None,89800,998,153520,208060,93840,202440,184410,42690,15810,68650,30740,22280,199240,31,2840120,-56540,84900,89900,25814,26693,28537,33277,561,3377,433,994,96
2056,20,None,50200,990,153520,140180,80520,199030,142170,9240,6880,57480,37920,18490,0,38,2179980,50210,43700,50700,26676,31644,30964,29827,466,3381,783,686,91
2056,21,None,63100,898,153520,137800,54790,153180,199850,10020,4990,38440,34090,15930,0,36,1838400,-3490,47000,70200,27449,28388,27648,29951,688,3795,1464,1148,115
2056,22,Division,65900,1000,153520,260940,223630,117780,222870,34020,15000,84930,29720,19700,0,91,2786380,381970,65500,65900,29141,27537,28486,29786,595,3772,1294,1028,93
2056,23,None,69200,931,153520,154160,72800,106650,249280,26620,15520,60810,78450,15360,0,38,2233710,33690,57300,74300,31635,29221,27647,27388,542,2068,687,723,125
2056,24,None,78100,966,153520,155800,149640,217100,158810,47920,5070,60910,44030,18180,0,57,2855470,134740,65000,80800,29969,30873,29333,27307,443,3298,1661,1202,109
2056,25,None,86300,1000,153520,231770,157600,171920,159670,42780,15610,83510,66420,19560,0,66,2663570,267220,85000,86300,26642,31649,27692,29942,365,2986,905,1308,115
2056,26,Division,64600,978,153520,118080,42420,186970,124530,2670,5260,36910,26670,14450,0,44,1615790,6240,55200,66000,25798,32508,29384,27211,751,3541,428,1137,80
2056,27,Conference,38300,547,153520,84280,33930,147680,312360,12340,6120,41120,52900,17790,63600,26,1980400,-263020,32300,70000,25816,30043,24367,29094,21,4703,784,1346,94
2056,28,Won Conference,64200,996,153520,222420,105780,133830,232380,23820,17820,72860,29660,18780,0,75,2709620,181570,61600,64400,26666,30856,30978,32406,496,4083,1018,973,97
2056,29,None,69800,806,153520,103860,44160,197060,146120,16470,7050,35110,26000,17910,0,32,1753960,-26920,55200,86500,28331,32534,27690,24803,792,3424,951,803,85
2056,30,None,34900,456,153520,92750,46370,139840,251950,6290,3580,25800,27690,10650,0,31,1681040,-101820,30100,76400,28285,26690,25151,26388,720,4729,588,1063,87
2056,31,None,61200,910,153520,158510,97700,123360,279910,15220,8230,51480,40710,15510,0,33,2018780,25170,49200,67200,23289,29228,32664,29915,522,4063,908,963,103
2055,0,None,55700,742,151240,150310,82580,178070,194400,26500,8380,41820,72650,15220,0,34,2124920,5960,44600,75000,28292,29184,23504,31541,656,3216,664,675,112
2055,1,None,64700,924,151240,164010,62860,178980,200400,16810,7310,45760,32450,19910,0,36,1803530,16250,50900,70000,24110,30859,29360,28053,599,3557,836,948,86
2055,2,Champion,71700,961,151240,273950,124940,151680,224110,44500,19140,84480,68860,13360,0,68,2525700,240240,60400,74600,24120,29228,27642,28973,449,2059,1074,700,81
2055,3,None,72200,908,151240,198460,117880,96500,208490,20070,11730,56340,90490,17590,0,36,1807310,142650,61600,79500,29175,30829,30974,25732,502,2044,1052,761,107
2055,4,None,74000,981,151240,249660,98880,197540,89360,30750,13770,68370,54280,17580,0,49,2170290,253910,62700,75400,26651,29241,25979,29831,686,1889,697,1045,119
2055,5,None,41000,672,151240,84880,57900,179240,192190,3070,3660,29100,29770,12060,48700,9,1584230,-132110,32800,61000,19896,29190,26901,28923,432,2136,944,711,106
2055,6,None,66700,994,151240,262180,126840,151580,182080,28470,16600,78560,53880,16500,0,47,2162730,259850,59500,67100,26650,31686,30962,29805,542,2496,442,667,122
2055,7,Won Conference,62000,998,151240,267660,87790,191890,186550,20910,12420,73700,47710,19390,0,61,2238350,168180,57600,62100,19861,30026,28513,29812,399,3444,904,978,107
2055,8,None,37500,489,151240,79420,47420,175860,152150,9760,4840,23250,26080,14290,0,19,1531300,-52450,32500,76600,23275,28366,30178,28123,534,3545,966,860,122
2055,9,Wild Card,79700,976,151240,222540,110070,129420,169910,48900,14230,62050,53810,18060,0,75,2752560,237830,65000,81600,25787,31689,30998,30752,764,2827,1087,625,94
2055,10,Division,76500,998,151240,271560,140070,200520,103110,26430,14960,81060,42660,15040,0,78,2041740,323990,71500,76600,24141,31691,29367,26471,332,3630,631,1218,78
2055,11,Conference,58900,993,151240,282910,90070,170490,195550,28420,13160,73540,51270,15790,0,75,2571080,206240,50900,59300,26658,29240,24287,28049,662,2812,1052,597,110
2055,12,None,78000,998,151240,256900,139640,122060,225570,56160,23040,108460,46800,13960,0,67,2646700,327050,76700,78100,23281,27548,27710,27227,799,2454,1285,717,102
2055,13,None,83000,977,151240,194260,141460,115970,279330,36700,15680,61880,55170,20910,0,50,2684510,129840,75400,84900,23263,27509,29341,31577,561,3314,594,1017,99
2055,14,None,61800,995,151240,154280,116390,143870,248310,17200,7480,62810,58480,17770,0,39,2094670,40970,53600,62100,29127,29127,28438,29773,700,3146,567,747,77
2055,15,None,57600,1000,151240,196850,210680,126210,205050,25990,11840,97680,55170,15470,0,58,2555950,292380,57100,57600,25789,30849,25175,29859,551,3600,680,879,82
2055,16,None,68100,936,151240,178750,71550,154540,122440,18170,10790,57330,37630,15530,0,52,2140040,157690,57100,72700,27452,26715,30211,28903,460,3779,655,1301,92
2055,17,Wild Card,51200,992,151240,176080,116200,118030,276580,19030,9110,63820,27330,16260,0,59,2540830,97280,42200,51600,22443,29205,26003,28989,594,2953,873,778,88
2055,18,None,50700,894,151240,112520,53230,132830,219460,12160,6690,47400,23900,16370,179600,17,2087110,-188920,41100,56700,21549,31657,29366,27383,570,3443,803,605,102
2055,19,Wild Card,89900,1000,151240,234030,115280,198840,150390,49020,17880,74000,42830,22750,199240,51,2631570,27400,89400,89900,25814,23314,28537,30565,605,3436,786,941,83
2055,20,Wild Card,50700,1000,151240,151110,89870,166110,215470,10160,8590,56650,36210,18180,0,50,1966120,31650,43700,50700,26676,27551,29333,29827,466,3579,960,915,102
2055,21,None,61200,871,151240,132230,56080,139340,278160,9620,4790,38260,57060,15640,0,26,1735470,-97980,47000,70200,27449,28388,28523,31375,320,2971,883,768,103
2055,22,Division,56600,1000,151240,202620,88500,129150,292800,12020,9660,70520,46160,20460,48580,47,2419840,-2590,56300,56600,26635,27537,28486,29786,377,3084,909,1400,92
2055,23,None,69100,930,151240,157240,72640,109900,226980,26140,15240,60180,32890,14990,0,37,1981240,97920,57400,74300,18179,28377,27647,28969,688,3396,747,1181,110
2055,24,Division,77900,964,151240,167680,168970,217810,86320,51040,5480,59040,43010,17820,0,81,2865990,238490,62900,80800,20722,30873,21754,31547,443,3550,1456,704,92
2055,25,None,86300,1000,151240,260590,181900,172070,184160,63020,17500,95170,38730,17520,0,73,2752560,356940,84700,86300,26642,23340,27692,29942,672,3277,526,1095,108
2055,26,None,64600,978,151240,111760,39830,180920,119020,2460,4840,38060,61820,14530,0,29,1470800,-28100,55700,66000,25798,29226,29384,27258,751,3844,1093,1056,79
2055,27,Conference,35500,507,151240,81960,39650,182880,185490,12910,6520,37950,48240,16910,63600,33,1920740,-166890,29900,70000,25816,30043,24367,26467,21,3497,730,910,88
2055,28,None,64400,1000,151240,164920,85100,151120,259890,18960,14420,69520,47310,18060,0,44,2306410,27780,59900,64400,26666,24149,26033,24778,496,3626,1008,778,113
